"ID";"ANO";"ORGAO_ENTIDADE";"CNPJ_CPF_CONTRATADO";"CONTRATADO";"OBJETO";"DATA_CELEBRACAO";"DATA_INICIO_VIGENCIA";"DATA_FIM_VIGENCIA";"QUANTIDADE";"VALOR_UNITM-ARIO";"VALOR_TOTAL";"PROCESSO_COMPRA";"LOCAL_EXECUCAO";"MODALIDADE";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"64";"2020";"Secretaria Municipal de SaM-zde";"27.758.524/0001-00";"Basic Promo Clothing";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"100.000";"R$ 1,99";"R$ 199.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"65";"2020";"Secretaria Municipal de SaM-zde";"01.866.914/0001-00";"Capital Papelaria e InformM-atica EIRELI";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"300.000";"R$ 2,50";"R$ 750.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"66";"2020";"Secretaria Municipal de SaM-zde";"31.574.166/0001-45";"Cordoba ConfecM-gM-ues LTDA";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"100.000";"R$ 2,90";"R$ 290.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"67";"2020";"Secretaria Municipal de SaM-zde";"07.196.783/0001-70";"Danielle BenM-mcio IndM-zstria e ComM-ircio de Roupas";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"100.000";"R$ 3,59";"R$ 359.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"68";"2020";"Secretaria Municipal de SaM-zde";"13.928.118/0001-26";"LS IndM-zstria ComM-ircio Eirelli";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"150.687";"R$ 2,90";"R$ 436.992,30";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"69";"2020";"Secretaria Municipal de SaM-zde";"13.928.118/0001-26";"LS IndM-zstria ComM-ircio Eirelli";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"19.313";"R$ 2,90";"R$ 56.007,70";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"70";"2020";"Secretaria Municipal de SaM-zde";"21.681.325/0001-57";"Multifarma Produtos Hospitalares";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"630.000";"R$ 3,88";"R$ 2.444.400,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"71";"2020";"Secretaria Municipal de SaM-zde";"02.582.267/0001-60";"Nayr ConfecM-gM-ues LTDA";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"300.000";"R$ 2,85";"R$ 855.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"72";"2020";"Secretaria Municipal de SaM-zde";"15.414.962/0001-64";"Pluriforme Industria de Uniformes M-^V Proposta 02";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"200.000";"R$ 2,90";"R$ 580.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"73";"2020";"Secretaria Municipal de SaM-zde";"35.552.171/0001-08";"Tamirez Silva Barretos";"MM-ascaras de ProteM-gM-co Individual, confeccionadas em tecido, para proporcionar a proteM-gM-co adequada M-`s populaM-gM-ues mais vulnerM-aveis que sofrem maior risco de contaminaM-gM-co pela dificuldade de isolamento social, em especial as populaM-gM-ues de Vilas e Aglomerados do MunicM-mpio de Belo Horizonte";"06/05/2020";"06/05/2020";"16/05/2020";"100.000";"R$ 2,70";"R$ 270.000,00";"04.000.436.20.03";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"74";"2020";"Secretaria Municipal de SeguranM-ga e PrevenM-gM-co";"11.225.015/0001-74";"ABDALA & BURLE CONFECM-GM-CO LTDA. ME";"AquisiM-gM-co de 8.476 mM-ascaras reutilizM-aveis para SMSP";"06/05/2020";"06/05/2020";"22/05/2020";"8.476";"R$ 2,89";"R$ 24.495,64";"01.033.677.20.22";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"75";"2020";"Secretaria Municipal de SaM-zde";"10.478.755/0001-50";"Beaga Hospitalar EIRELI";"OxM-mmetro de Dedo";"09/05/2020";"09/05/2020";"13/05/2020";"300";"R$ 118,90";"R$ 35.670,00";"04.000.425.20.97";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"76";"2020";"SuperintendM-jncia de Desenvolvimento da Capital - SUDECAP";"05.041.434/0001-53";"Equipar Ltda";"MM-ascaras faciais reutilizM-aveis";"12/05/2020";"12/05/2020";"12/05/2020";"300";"R$ 4,90";"R$ 1.470,00";"01.033.485.20.61";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"77";"2020";"Hospital Metropolitano Odilon Behrens";"05.222.267/0001-47";"Agis Medical Produtos Hospitalares Ltda";"VideolaringoscM-spio";"13/05/2020";"13/05/2020";"13/05/2020";"2";"R$ 14.800,00";"R$ 29.600,00";"01.029.795.20.45";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"78";"2020";"Secretaria Municipal de SeguranM-ga e PrevenM-gM-co";"24.948.672/0001-91";"Gabrielle Guimaraes Goncalves";"AquisiM-gM-co de 141 protetores faciais para GCMBH";"13/05/2020";"13/05/2020";"23/05/2020";"141";"R$ 32,90";"R$ 4.638,90";"01.031.948.20.97";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"79";"2020";"Secretaria Municipal de SaM-zde";"21.895.553/0001-20";"LOGLAB - ComM-ircio de Produtos de LaboratM-srio LTDA - ME";"Almotolia em PlM-astico RM-mgido, Transparente, 250 ML";"18/05/2020";"18/05/2020";"02/06/2020";"2.000";"R$ 3,00";"R$ 6.000,00";"04.000.439.20.00";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"80";"2020";"Secretaria Municipal de AssitM-jncia Social, SeguranM-ga Alimentar e Cidadania";"30.416.869/0001-82";"Primary ComM-ircio Varejista Ltda.";"Fornecimento de cestas bM-asicas M-`s famM-mlias e indivM-mduos em situaM-gM-co de vulnerabilidade social.";"19/05/2020";"08/04/2020";"07/07/2020";"105.771";"R$ 71,88";"R$ 7.602.819,48";"01.030.616.20.21";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"81";"2020";"Secretaria Municipal de SaM-zde";"27.308.366/0001-89";"Movimente Brasil EIRELI";"Carro para transporte tipo plataforma";"22/05/2020";"18/05/2020";"05/06/2020";"10";"R$ 1.550,00";"R$ 15.500,00";"04.000.476.20.28";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"82";"2020";"Empresa Municipal de Turismo de Belo Horizonte S.A";"10.225.028/0002-61";"Morais & Morais Festas e Eventos Ltda";"LocaM-gM-co de 1.640 Grades baixas de 1.20 m de altura x 2.00 m de comprimento em tubo de 1 1/2 na chapa de 2.00 mm com ferro maciM-go, galvanizado, para serem instalados nos locais pM-zblicos com intituito de contribuir e apoiar para o enfrentamento da emergM-jncia na saM-zde pM-zblica decorrente do CoronavM-mrus, para 87 diM-arias.";"28/05/2020";"03/04/2020";"29/09/2020";"1";"R$ 149.814,00";"R$ 149.814,00";"01.037.722.20.27";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"83";"2020";"Hospital Metropolitano Odilon Behrens";"08.793.266/0001-40";"AgM-jncia Comum ComM-ircio e Desenvolvimento de Produtos Ltda-ME";"Aventais para procedimentos nM-co cirM-zrgicos ";"29/05/2020";"29/05/2020";"29/05/2020";"150.000";"R$ 7,80";"R$ 1.170.000,00";"01.029.509.20.14";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"84";"2020";"Hospital Metropolitano Odilon Behrens";"18.269.125/0001-87";"Biohosp Produtos Hospitalares S.A";"IPRATRM-SPIO, BROMETO 20 MICROGRAMAS/DOSE, AEROSSOL,"
"FRASCO COM 200 DOSES";"03/06/2020";"03/06/2020";"03/06/2020";"800";"R$ 22,19";"R$ 17.752,00";"01.029.755.20.20";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"85";"2020";"Secretaria Municipal de SaM-zde";"02.936.819/0001-90";"ApM-mce Healthcare Equipamentos MM-idicos Hospitalares LTDA";"PeM-gas para respirador, Circuito de Respirador adulto";"08/06/2020";"08/06/2020";"13/06/2020";"40";"R$ 720,00";"R$ 28.800,00";"04.000.470.20.41";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"86";"2020";"Secretaria Municipal de SaM-zde";"06.217.117/0001-08";"Art Medical Produtos MM-idico Hospitalaes LTDA - ME";"PeM-ga para monitor multiparamM-itrico PHILIPS MP-20, Sensor Tipo Clip";"08/06/2020";"08/06/2020";"23/06/2020";"30";"R$ 272,00";"R$ 8.160,00";"04.000.470.20.41";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"87";"2020";"Hospital Metropolitano Odilon Behrens";"23.359.559/0001-08";"Abasantos Ditribuidora Ltda - Epp";"Tubo Endotraqueal com balM-co n.7,0";"08/06/2020";"08/06/2020";"08/06/2020";"420";"R$ 6,45";"R$ 2.709,00";"01.031.136.20.41";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"88";"2020";"Hospital Metropolitano Odilon Behrens";"23.359.559/0001-08";"Abasantos Ditribuidora Ltda - Epp";"Tubo Endotraqueal com balM-co n.8,0";"08/06/2020";"08/06/2020";"08/06/2020";"900";"R$ 6,35";"R$ 5.715,00";"01.031.136.20.41";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"89";"2020";"Hospital Metropolitano Odilon Behrens";"23.359.559/0001-08";"Abasantos Ditribuidora Ltda - Epp";"Tubo Endotraqueal com balM-co n.8,5";"08/06/2020";"08/06/2020";"08/06/2020";"300";"R$ 6,40";"R$ 1.920,00";"01.031.136.20.41";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"90";"2020";"Hospital Metropolitano Odilon Behrens";"48.791.685/0001-68";"C.B.S. MM-idico CientM-mfica S/A";"Tubos Endotraqueais";"10/06/2020";"10/06/2020";"10/06/2020";"600";"R$ 5,28";"R$ 3.168,00";"01.031.136.20.41";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"91";"2020";"Hospital Metropolitano Odilon Behrens";"52.202.744/0001-92";"Nacional Comercial Hospitalar SA";"Luvas para procedimentos nM-co cirM-zrgicos (caixas)";"10/06/2020";"10/06/2020";"10/06/2020";"5.000";"R$ 34,90";"R$ 174.500,00";"01.031.135.20.89";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"92";"2020";"Hospital Metropolitano Odilon Behrens";"52.202.744/0001-92";"Nacional Comercial Hospitalar SA";"Luvas para procedimentos nM-co cirM-zrgicos (caixas)";"10/06/2020";"10/06/2020";"10/06/2020";"2.500";"R$ 34,90";"R$ 87.250,00";"01.031.135.20.89";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"93";"2020";"Hospital Metropolitano Odilon Behrens";"00.740.696/0001-92";"PMH Produtos MM-idicos Hospitalares Ltda";"Luvas para procedimentos nM-co cirM-zrgicos (caixas)";"10/06/2020";"10/06/2020";"10/06/2020";"17.500";"R$ 39,50";"R$ 691.250,00";"01.031.135.20.89";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"94";"2020";"Hospital Metropolitano Odilon Behrens";"00.740.696/0001-92";"PMH Produtos MM-idicos Hospitalares Ltda";"Luvas para procedimentos nM-co cirM-zrgicos (caixas)";"10/06/2020";"10/06/2020";"10/06/2020";"25.000";"R$ 39,50";"R$ 987.500,00";"01.031.135.20.89";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"95";"2020";"Secretaria Municipal de SaM-zde";"02.937.303/0001-60";"INTENSIVEMED IMPORTAM-GM-CO E COMM-IRCIO LTDA";"FILTRO HMEF ADULTO, DESCARTM-AVEL, DE USO M-ZNICO";"10/06/2020";"10/06/2020";"10/06/2020";"1.000";"R$ 10,50";"R$ 10.500,00";"04.000.472.20.77";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"96";"2020";"Secretaria Municipal de SaM-zde";"08.245.855/0001-94";"MHEDICA SERVICE COMM-IRCIO E MANUTENM-GM-CO LTDA";"Fluxometro de oxigM-jnio, para cilindro, 0 a 15 litros/minuto";"10/06/2020";"10/06/2020";"10/06/2020";"500";"R$ 54,98";"R$ 27.490,00";"04.000.472.20.77";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"97";"2020";"Secretaria Municipal de SaM-zde";"10.478.755/0001-50";"BEAGA HOSPITALAR";"VM-alvula tipo ar-comprimido, modelo redutora ,reduM-gM-co de pressM-co para rede canalizada de gases (ar comprimido).";"10/06/2020";"10/06/2020";"10/06/2020";"60";"R$ 140,00";"R$ 8.400,00";"04.000.472.20.77";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"98";"2020";"Secretaria Municipal de SaM-zde";"10.478.755/0001-50";"BEAGA HOSPITALAR";"VM-alvula tipo ar-comprimido, modelo redutora ,reduM-gM-co de pressM-co para rede canalizada de gases (oxigM-jnio).";"10/06/2020";"10/06/2020";"10/06/2020";"80";"R$ 140,00";"R$ 11.200,00";"04.000.472.20.77";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"99";"2020";"Secretaria Municipal de SaM-zde";"10.478.755/0001-50";"BEAGA HOSPITALAR";"Tomada dupla de oxigM-jnio ( conexM-co em Y) para rede de gases.";"10/06/2020";"10/06/2020";"10/06/2020";"300";"R$ 50,00";"R$ 15.000,00";"04.000.472.20.77";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"100";"2020";"Hospital Metropolitano Odilon Behrens";"05.793.399/0001-29";"LCA Engenharia e Arquitetura Ltda";"AdaptaM-gM-co de espaM-go fM-msico para disponibilizaM-gM-co de novos leitos";"15/06/2020";"15/06/2020";"14/12/2020";"1";"R$ 827.155,06";"R$ 827.155,06";"01.034.641.20.10";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"101";"2020";"Hospital Metropolitano Odilon Behrens";"05.336.395/0001-11";"Almeida Wolff Comercial Hospitalar Ltda EPP";"AquisiM-gM-co de Filtros HMEF Infantil, DescartM-avel";"22/06/2020";"22/06/2020";"22/06/2020";"1.500";"R$ 19,62";"R$ 29.430,00";"01.031.756.20.26";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"102";"2020";"Hospital Metropolitano Odilon Behrens";"05.336.395/0001-11";"Almeida Wolff Comercial Hospitalar Ltda EPP";"AquisiM-gM-co de Filtros HMEF Neonatal, DescartM-avel";"22/06/2020";"22/06/2020";"22/06/2020";"500";"R$ 20,72";"R$ 10.360,00";"01.031.756.20.26";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"103";"2020";"SuperintendM-jncia de Desenvolvimento da Capital - SUDECAP";"00.862.596/0001-39";"FAM-GA PRODUM-GM-UES EIRELI";"ServiM-gos de locaM-gM-co de 3.000 metros lineares, por 120 diM-arias, de grades baixas medindo de 1,20 m de altura x 2,00 m de comprimento em tubo de 1 M-=M-^RM-^R na chapa de 2,00 mm com ferro maciM-go, galvanizadas, incluindo transporte, montagem e desmontagem, para serem instaladas em locais pM-zblicos visando o fechamento da M-area para contribuir e apoiar o enfrentamento da emergM-jncia na saM-zde pM-zblica decorrente do vM-mrus Covid-19.";"26/06/2020";"26/06/2020";"22/12/2020";"1";"R$ 108.000,00";"R$ 108.000,00";"01.041.850.20.10";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"104";"2020";"Secretaria Municipal de AssitM-jncia Social, SeguranM-ga Alimentar e Cidadania";"15.407.876/0001-27";"Alexandre H M Chamone ComM-ircio-EPP";"AquisiM-gM-co de marmitas descartM-aveis, em alumM-mnio";"30/06/2020";"30/06/2020";"30/06/2020";"280.000";"R$ 0,23";"R$ 64.400,00";"01.044.407.20.10";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"105";"2020";"Secretaria Municipal de AssitM-jncia Social, SeguranM-ga Alimentar e Cidadania";"15.407.876/0001-27";"Alexandre H M Chamone ComM-ircio-EPP";"AquisiM-gM-co de colheres e marmitas descartM-aveis, para refeiM-gM-co, em plM-astico";"30/06/2020";"30/06/2020";"30/06/2020";"250.000";"R$ 0,05";"R$ 12.500,00";"01.044.407.20.10";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"106";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Joelho em PVC, para M-agua, cola, 90 graus, bitola de 32mm";"02/07/2020";"02/07/2020";"02/07/2020";"300";"R$ 1,00";"R$ 300,00";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"107";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"TM-j em PVC, para M-agua, cola, 90 graus,bitola de 32 mm";"02/07/2020";"02/07/2020";"02/07/2020";"300";"R$ 1,66";"R$ 498,00";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"108";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Tubo em PVC, cola, para M-agua, bitola de 32 mm";"02/07/2020";"02/07/2020";"02/07/2020";"140";"R$ 3,35";"R$ 469,00";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"109";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Joelho em PVC, para M-agua, cola, 90 graus, bitola de 25 mm";"02/07/2020";"02/07/2020";"02/07/2020";"200";"R$ 0,24";"R$ 48,00";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"110";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Tubo em PVC, cola, para M-agua, bitola de 25 mm";"02/07/2020";"02/07/2020";"02/07/2020";"160";"R$ 2,31";"R$ 369,60";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"111";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Caixa sifonada em PVC,para esgoto, com porta grelha e grelha redondas simples";"02/07/2020";"02/07/2020";"02/07/2020";"50";"R$ 7,00";"R$ 350,00";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"112";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Bucha de reduM-gM-co em PVC, cola, curta, bitola de 40x32 mm";"02/07/2020";"02/07/2020";"02/07/2020";"100";"R$ 0,49";"R$ 49,00";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"113";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"17.263.096/0001-83";"Mercearia IndianM-apolis Ltda - EPP";"Adesivo plM-astico para tubos e conexM-ues em PVC, frasco com 200g, com pincel";"02/07/2020";"02/07/2020";"02/07/2020";"60";"R$ 7,76";"R$ 465,60";"01.041.105.20.44";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"114";"2020";"Hospital Metropolitano Odilon Behrens";"10.842393/0001-34";"Live ComM-ircio de Material Hospitalar Eireli";"Luvas para procedimentos nM-co cirM-zrgicos, tamanho mM-idio";"03/07/2020";"03/07/2020";"03/07/2020";"26.400";"R$ 43,95";"R$ 1.160.280,00";"01.044.025.20.13";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"115";"2020";"Hospital Metropolitano Odilon Behrens";"10.842393/0001-34";"Live ComM-ircio de Material Hospitalar Eireli";"Luvas para procedimentos nM-co cirM-zrgicos, tamanho grande";"03/07/2020";"03/07/2020";"03/07/2020";"2.000";"R$ 43,95";"R$ 87.900,00";"01.044.025.20.13";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"116";"2020";"Hospital Metropolitano Odilon Behrens";"10.842393/0001-34";"Live ComM-ircio de Material Hospitalar Eireli";"Luvas para procedimentos nM-co cirM-zrgicos, tamanho mM-idio";"03/07/2020";"03/07/2020";"03/07/2020";"33.600";"R$ 43,95";"R$ 1.476.720,00";"01.044.025.20.13";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"117";"2020";"Hospital Metropolitano Odilon Behrens";"05.075.964/0001-12";"Cinco - ConfianM-ga IndM-zstria e ComM-ircio Ltda";"Sondas para aspiraM-gM-co Traqueal, neonatal";"03/07/2020";"03/07/2020";"03/07/2020";"500";"R$ 58,00";"R$ 29.000,00";"01.032.481.20.75";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"118";"2020";"Hospital Metropolitano Odilon Behrens";"05.075.964/0001-12";"Cinco - ConfianM-ga IndM-zstria e ComM-ircio Ltda";"Sondas para aspiraM-gM-co Traqueal, adulto";"03/07/2020";"03/07/2020";"03/07/2020";"3.000";"R$ 58,00";"R$ 174.000,00";"01.032.481.20.75";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"119";"2020";"FundaM-gM-co de Parques Municipais e ZoobotM-bnica";"65.234.544/0001-63";"Emfal - Empresa Fornecedora de M-Alcool Ltda";"AquisiM-gM-co de ALCOOL ETILICO 70%, GEL, ANTI-SM-IPTICO GLICERINADO,"
"INCOLOR, BACTERICIDA, DENSIDADE MM-MNIMA 0,90 G/ML";"09/07/2020";"09/07/2020";"09/07/2020";"2.880";"R$ 9,50";"R$ 27.360,00";"01.043.672.20.30";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
"120";"2020";"Secretaria Municipal de Planejamento, OrM-gamento e GestM-co";"30.733.107/0001-00";"Distribuidora Yan Home Ltda";"AquisiM-gM-co de 900 litros de gel antisseptico sanitizante de mM-cos a base de M-alcool etM-mlico hidratado, incolor, bactericida, teor alcoolico 70% INPM, frasco de 1 litro com vM-alvula dosadora. Fornecimento parcelado de acordo com a emissM-co de Ordem de Fornecimento. ";"17/07/2020";"17/07/2020";"16/07/2021";"900";"R$ 10,99";"R$ 9.891,00";"01.046696.20.00";"BELO HORIZONTE";"DISPENSA";"";"";"";"";"";"";"";"";"";"";"";"";"";"^M"
