REEMBOLSO;NOME DO PARLAMENTAR;ANO;SUBQUOTA TRANSLATED;FORNECEDOR;VALOR
0;CELSO RUSSOMANNO;2020;Serviços postais;CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL-00.000.000/0000-07;4,9
0;CELSO RUSSOMANNO;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;21,11
7007846;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA DO RODOANEL OESTE S.A.-09.387.725/0001-59;2,1
7007836;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA DA RODOVIA PRESIDENTE DUTRA S/A-00.861.626/0001-92;3,7
7007792;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA DA RODOVIA PRESIDENTE DUTRA S/A-00.861.626/0001-92;3,7
7007785;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA DA RODOVIA PRESIDENTE DUTRA S/A-00.861.626/0001-92;6,7
7007828;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A-02.451.848/0001-62;8,4
7007822;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A-02.451.848/0001-62;8,4
7007851;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A-02.451.848/0001-62;9,5
7007799;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A-02.451.848/0001-62;9,5
7007869;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A-02.451.848/0001-62;9,6
7007861;CEZINHA DE MADUREIRA;2020;Serviço de táxi, pedágio e estacionamento;CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A-02.451.848/0001-62;9,6
7001592;CEZINHA DE MADUREIRA;2020;Combustíveis e lubrificantes;Posto de Combustiveis Garantia Ltda-72.578.438/0002-43;30
7005445;CEZINHA DE MADUREIRA;2020;Combustíveis e lubrificantes;POSTO AVENIDA HÉLIO PRATES LTDA-10.459.168/0001-13;50
7001980;CEZINHA DE MADUREIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;108,86
7002096;CEZINHA DE MADUREIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;SABESP-43.776.517/0001-80;112,51
7005450;CEZINHA DE MADUREIRA;2020;Combustíveis e lubrificantes;POSTO AVENIDA HÉLIO PRATES LTDA-10.459.168/0001-13;187,13
7001597;CEZINHA DE MADUREIRA;2020;Combustíveis e lubrificantes;AUTO POSTO 306 NORTE LTDA-22.398.818/0001-47;198,75
7001593;CEZINHA DE MADUREIRA;2020;Combustíveis e lubrificantes;TAGUACENTRO COMER. DE DERIV. DE PETROLEO LTDA-12.093.145/0001-63;200,84
7005455;CEZINHA DE MADUREIRA;2020;Combustíveis e lubrificantes;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA-00.306.597/0063-08;209,22
6995956;CEZINHA DE MADUREIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;AMORETTO CAFES EXPRESSO LTDA-08.532.429/0001-31;534,6
7001848;CEZINHA DE MADUREIRA;2020;Locação ou fretamento de veículos automotores;TAXCO LOCADORA DE BENS LTDA-06.269.793/0001-25;4200
7001874;CEZINHA DE MADUREIRA;2020;Divulgação da atividade parlamentar;MARCOS ALCANTARA ARCANJO-33.299.869/0001-38;6750
6995945;CEZINHA DE MADUREIRA;2020;Divulgação da atividade parlamentar;SVM COPIAS E IMPRESSOS LTDA-30.167.066/0001-31;15200
0;CORONEL TADEU;2020;Serviços postais;CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL-00.000.000/0000-07;4,3
7004321;CORONEL TADEU;2020;Serviço de táxi, pedágio e estacionamento;ESTACIONAMENTO TREVO-46.381.521/0111-71;15
0;CORONEL TADEU;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;21,06
7000729;CORONEL TADEU;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;73,89
7000758;CORONEL TADEU;2020;Telefonia;VIVO-02.558.157/0001-62;181,15
0;CORONEL TADEU;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;437,42
7000726;CORONEL TADEU;2020;Telefonia;TELEFONIA BRASIL S.A-02.558.157/0002-43;1039,63
7010976;CORONEL TADEU;2020;Manutenção de escritório de apoio à atividade parlamentar;Gonçale Imoveis eireli-32.122.446/0001-85;2042
7005097;DAVID SOARES;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA AUTO RAPOSO TAVARES S.A.-10.531.501/0011-20;7,3
7005071;DAVID SOARES;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA AUTO RAPOSO TAVARES S.A.-10.531.501/0011-20;7,3
7005092;DAVID SOARES;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA AUTO RAPOSO TAVARES S/A-10.531.501/0005-81;9,8
7005089;DAVID SOARES;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA AUTO RAPOSO TAVARES S/A-10.531.501/0005-81;9,8
7005077;DAVID SOARES;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA AUTO RAPOSO TAVARES S.A.-10.531.501/0011-20;9,8
7003500;DAVID SOARES;2020;Fornecimento de alimentação do parlamentar;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA-42.591.651/1311-67;29,95
7004945;DAVID SOARES;2020;Fornecimento de alimentação do parlamentar;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC-33.469.172/0016-44;70,26
7002499;DAVID SOARES;2020;Combustíveis e lubrificantes;POSTO DE GASOLINA CORDEIRO LTDA-34.066.472/0001-69;95,03
7003473;DAVID SOARES;2020;Serviço de táxi, pedágio e estacionamento;CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR-04.088.208/0001-65;121,34
7003607;DAVID SOARES;2020;Combustíveis e lubrificantes;AUTO POSTO BONSUCESSO LTDA-31.124.027/0001-10;133,29
7001386;DAVID SOARES;2020;Hospedagem ,exceto do parlamentar no distrito federal;JR PARK HOTEL LTDA-96.329.446/0001-33;194,35
7002665;DAVID SOARES;2020;Combustíveis e lubrificantes;AUTO SERVICO BOM VALE LTDA-02.008.284/0001-98;238,01
7003570;DAVID SOARES;2020;Combustíveis e lubrificantes;POSTO LUC DE PADUA LTDA-01.648.535/0001-36;246,9
7001341;DAVID SOARES;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;253,14
7001377;DAVID SOARES;2020;Combustíveis e lubrificantes;PETRONORTE COMBUSTIVEIS LTDA-06.071.706/0001-20;267,87
7003631;DAVID SOARES;2020;Combustíveis e lubrificantes;POSTO UNIAO DE PADUA LTDA-03.734.859/0001-12;274,35
7003787;DAVID SOARES;2020;Locação ou fretamento de veículos automotores;UNIDAS SA-04.437.534/0014-55;360
0;EDUARDO BOLSONARO;2020;Serviços postais;CORREIOS - CARTA REGISTRADA-00.000.000/0000-07;10,3
7000343;EDUARDO BOLSONARO;2020;Serviços postais;ECT EMP BRAS DE CORREIOS E TELEGRAFOS-34.028.316/3171-40;35,1
6998880;EDUARDO BOLSONARO;2020;Serviços postais;ECT EMP BRAS DE CORREIOS E TELEGRAFOS-34.028.316/3171-40;35,1
6995812;EDUARDO BOLSONARO;2020;Serviços postais;ACT VIDEO E GAMES LOCADORA LTDA-ME-57.064.586/0001-75;35,1
6995806;EDUARDO BOLSONARO;2020;Serviços postais;ECT EMP BRAS DE CORREIOS E TELEGRAFOS-34.028.316/3171-40;35,1
6995837;EDUARDO BOLSONARO;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;37,45
6995824;EDUARDO BOLSONARO;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;49,65
7004240;EDUARDO BOLSONARO;2020;Combustíveis e lubrificantes;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA-00.306.597/0031-12;124,23
6996543;EDUARDO BOLSONARO;2020;Combustíveis e lubrificantes;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA-00.306.597/0031-12;169,63
6995818;EDUARDO BOLSONARO;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;403,78
7003280;EDUARDO BOLSONARO;2020;Telefonia;VIVO S/A-02.558.157/0001-62;405,73
6995759;EDUARDO BOLSONARO;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;629,99
7000341;EDUARDO BOLSONARO;2020;Manutenção de escritório de apoio à atividade parlamentar;P & L PATRIMONIO LTDA.-04.541.599/0001-21;4801
6996665;EDUARDO BOLSONARO;2020;Locação ou fretamento de veículos automotores;QUASAR LOCADORA DE VEICULOS EIRELI-38.024.675/0001-43;6800
7005019;EDUARDO BOLSONARO;2020;Consultorias, pesquisas e trabalhos técnicos;INSTITUTO INFOREL DE RELAÇÕES INTERNACIONAIS E DEFESA LTDA-18.066.262/0001-14;7000
7006785;EDUARDO CURY;2020;Fornecimento de alimentação do parlamentar;WELL FOODS RESTAURANTES LTDA-30.857.439/0007-91;17
6999937;EDUARDO CURY;2020;Fornecimento de alimentação do parlamentar;RESTAURANTE PIEMONTE DE PORTO REAL LTDA-09.036.926/0002-92;30,8
7006362;EDUARDO CURY;2020;Fornecimento de alimentação do parlamentar;SAO PAULO AIRPORT RESTAURANTES LIMITADA-20.205.435/0001-80;39,5
7006776;EDUARDO CURY;2020;Fornecimento de alimentação do parlamentar;TRENTINI RESTAURANTE E FAST FOOD EIRELI ME-27.560.540/0001-86;46,67
6999928;EDUARDO CURY;2020;Fornecimento de alimentação do parlamentar;FORTUNA RESTAURANTES E BUFFET LTDA-04.171.462/0001-22;46,8
7005902;EDUARDO CURY;2020;Manutenção de escritório de apoio à atividade parlamentar;SABESP-43.776.517/0001-80;47,42
7006089;EDUARDO CURY;2020;Serviços postais;LOGICIAL INFORMATICA E AUTOMACAO LTDA-56.057.987/0001-35;49,8
7006344;EDUARDO CURY;2020;Fornecimento de alimentação do parlamentar;SAO PAULO AIRPORT RESTAURANTES LIMITADA-20.205.435/0001-80;55
7006081;EDUARDO CURY;2020;Serviços postais;LOGICIAL INFORMATICA E AUTOMACAO LTDA-56.057.987/0001-35;72,3
6999949;EDUARDO CURY;2020;Serviços postais;ECT - Emp. Brasileira de Correios e Telégrafos-65.056.814/0001-93;72,3
6999888;EDUARDO CURY;2020;Serviços postais;SATELITE POST SJC LTDA-96.484.035/0001-12;72,3
6999885;EDUARDO CURY;2020;Serviços postais;SATELITE POST SJC LTDA-96.484.035/0001-12;72,3
6997158;EDUARDO CURY;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;149,97
7005083;EDUARDO CURY;2020;Combustíveis e lubrificantes;AUTO POSTO ORIGINAL BRASILIA 409 DERIVADOS DE PETROLEO LTDA-20.645.413/0001-30;184,08
7006359;EDUARDO CURY;2020;Combustíveis e lubrificantes;CASSIANO COMERCIO DE COMBUSTIVEIS E CONVENIENCIAS-03.052.091/0001-05;185,48
6999952;EDUARDO CURY;2020;Combustíveis e lubrificantes;AGUIA DOURADA AUTO POSTO LTDA-59.730.804/0001-99;234,13
6997247;EDUARDO CURY;2020;Manutenção de escritório de apoio à atividade parlamentar;PARLANET WEB E TECNOLOGIA EIRELI-31.602.730/0001-96;250
7006350;EDUARDO CURY;2020;Combustíveis e lubrificantes;CASSIANO COMERCIO DE COMBUSTIVEIS E CONVENIENCIAS-03.052.091/0001-05;254,85
6999961;EDUARDO CURY;2020;Combustíveis e lubrificantes;COMPANHIA BRASILEIRA DE DISTRIBUICAO-47.508.411/1344-38;264,33
7006355;EDUARDO CURY;2020;Combustíveis e lubrificantes;POSTO ARCO IRIS DE ROSEIRA LTDA-43.667.922/0001-60;301,29
6999917;EDUARDO CURY;2020;Hospedagem ,exceto do parlamentar no distrito federal;HOTELARIA ACCORINVEST BRASIL S A-02.419.765/0012-49;337
6997231;EDUARDO CURY;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;731,12
7004831;EDUARDO CURY;2020;Manutenção de escritório de apoio à atividade parlamentar;TECHWAY COMERCIAL EIRELI - ME-07.496.121/0001-15;850
7004838;EDUARDO CURY;2020;Manutenção de escritório de apoio à atividade parlamentar;TECHWAY COMERCIAL EIRELI - ME-07.496.121/0001-15;912
7004847;EDUARDO CURY;2020;Manutenção de escritório de apoio à atividade parlamentar;TECHWAY COMERCIAL EIRELI - ME-07.496.121/0001-15;1154,8
7004819;EDUARDO CURY;2020;Divulgação da atividade parlamentar;MESTRA COMUNICAÇÃO LTDA-08.737.006/0001-58;1333,33
7005626;EDUARDO CURY;2020;Locação ou fretamento de veículos automotores;SGMK TRANSPORTES E LOGÍSTICA LTDA-06.065.895/0001-29;2800
6997163;EDUARDO CURY;2020;Manutenção de escritório de apoio à atividade parlamentar;Kogake Empreendimentos Imobiliários Ltda-03.612.692/0001-17;3023,14
7005716;EDUARDO CURY;2020;Locação ou fretamento de veículos automotores;SGMK TRANSPORTES E LOGÍSTICA LTDA-06.065.895/0001-29;3800
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;8,2
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;9,1
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;72,4
7001985;FAUSTO PINATO;2020;Combustíveis e lubrificantes;AUTO SHOPPING DERIVADO DE PETROLEO LTDA-37.063.328/0010-58;100
7001930;FAUSTO PINATO;2020;Combustíveis e lubrificantes;JARJOUR FILIAL - 206 NORTE-00.108.670/0002-07;100
7001986;FAUSTO PINATO;2020;Combustíveis e lubrificantes;AUTO SHOPPING DERIVADO DE PETROLEO LTDA-37.063.328/0010-58;102
7001981;FAUSTO PINATO;2020;Fornecimento de alimentação do parlamentar;ZRC COMERCIO DE ALIMENTOS EIRELI-27.688.239/0001-52;105
7005684;FAUSTO PINATO;2020;Combustíveis e lubrificantes;SAO JOAO POSTOS DE ABASTECIMENTO E SERVICOS LTDA-37.130.481/0001-60;150
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;183,3
0;FAUSTO PINATO;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;184,5
6993848;FAUSTO PINATO;2020;Combustíveis e lubrificantes;AUTO POSTO ROMAFS LT-57.796.021/0001-82;918
6995087;FAUSTO PINATO;2020;Combustíveis e lubrificantes;AUTO POSTO BRASIL DE FERNANDOPOLIS LTDA-46.933.438/0001-23;1249,82
7000038;FAUSTO PINATO;2020;Divulgação da atividade parlamentar;PAULO HENRIQUE SORTINO-30.176.691/0001-40;6000
7000077;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;5,75
6996309;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;6,84
7000068;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;7,32
6996304;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;7,83
6997272;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;8,12
7000066;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;8,13
7000072;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;8,6
7005418;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;8,82
6996314;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;9,13
6996310;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;10,79
6997502;GENERAL PETERNELLI;2020;Fornecimento de alimentação do parlamentar;SILT SELF SERVICE EIRELI ME-07.286.731/0001-94;11,07
6996315;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;12,03
6996312;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;12,04
7005442;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;DERSA - DESENVOLVIMENTO RODOVIARIO S/A-62.464.904/0001-25;12,3
7000076;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;13,57
7000549;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;13,94
6996320;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;14,49
7006444;GENERAL PETERNELLI;2020;Fornecimento de alimentação do parlamentar;SILT SELF SERVICE EIRELI ME-07.286.731/0001-94;14,53
6996319;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;15,24
7005452;GENERAL PETERNELLI;2020;Fornecimento de alimentação do parlamentar;SILT SELF SERVICE EIRELI ME-07.286.731/0001-94;15,47
6996317;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;18,15
7005421;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;18,26
6997273;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;18,98
7000071;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;19,73
7005414;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;23,96
7005433;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA ECOVIAS DOS IMIGRANTES S.A.-02.509.491/0001-26;27,4
6997395;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;CONCESSIONARIA ECOVIAS DOS IMIGRANTES S.A.-02.509.491/0001-26;27,4
6995836;GENERAL PETERNELLI;2020;Manutenção de escritório de apoio à atividade parlamentar;PLENA INFORMATICA LTDA EPP-03.038.875/0001-70;33
6997400;GENERAL PETERNELLI;2020;Manutenção de escritório de apoio à atividade parlamentar;SABESP-43.776.517/0001-80;105,66
6997403;GENERAL PETERNELLI;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;123,74
7000062;GENERAL PETERNELLI;2020;Telefonia;vivo-02.558.157/0001-62;131,91
7005446;GENERAL PETERNELLI;2020;Combustíveis e lubrificantes;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA-00.306.597/0031-12;150
7005408;GENERAL PETERNELLI;2020;Serviço de táxi, pedágio e estacionamento;CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR-04.088.208/0001-65;175,3
6995833;GENERAL PETERNELLI;2020;Manutenção de escritório de apoio à atividade parlamentar;PLENA INFORMATICA LTDA EPP-03.038.875/0001-70;252,9
7000083;GENERAL PETERNELLI;2020;Passagens aéreas;LATAM AIRLINES-02.012.862/0001-60;1812,85
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;5,4
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;5,4
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;8,55
6996588;GENINHO ZULIANI;2020;Serviço de táxi, pedágio e estacionamento;ALBERT EINSTEIN-60.765.823/0001-30;20
6997429;GENINHO ZULIANI;2020;Fornecimento de alimentação do parlamentar;TRES DE DEZEMBRO COMÉRCIO DE ALIMENTOS LTDA EPP-01.159.716/0001-07;30,55
6997446;GENINHO ZULIANI;2020;Fornecimento de alimentação do parlamentar;RESTAURANTE E LANCHONETE PAU SECO LTDA-51.789.634/0001-06;32,5
6997441;GENINHO ZULIANI;2020;Fornecimento de alimentação do parlamentar;GENERAL PARAISO BUFFET LTDA-13.232.868/0001-69;39,4
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;44,63
6994480;GENINHO ZULIANI;2020;Serviço de táxi, pedágio e estacionamento;UBER-17.895.646/0006-91;48,02
6997451;GENINHO ZULIANI;2020;Fornecimento de alimentação do parlamentar;GUILHERME JOSE DE ARAUJO CHURRASCARIA-05.541.678/0001-03;50
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
6993425;GENINHO ZULIANI;2020;Manutenção de escritório de apoio à atividade parlamentar;VIA RADIO INTERNET BANDA LARGA LTDA -ME-08.949.388/0001-83;69,9
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - CARTA REGISTRADA COM AR-00.000.000/0000-07;71
6997498;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;DAVID DE OLIVEIRA COMERCIO DE COMBUSTIVEIS EIRELI-21.614.653/0001-30;92,03
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - SEDEX 12 COM AR-00.000.000/0000-07;92,85
6993426;GENINHO ZULIANI;2020;Manutenção de escritório de apoio à atividade parlamentar;COMPANHIA PAULISTA DE FORÇA E LUZ-33.050.196/0001-88;134,89
0;GENINHO ZULIANI;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;148,2
6994598;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO CERGAL LTDA-49.710.551/0001-38;161,01
6996124;GENINHO ZULIANI;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;167,67
6997460;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO HARMONIA LTDA-28.575.576/0001-04;169,45
6997525;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;HS COMERCIO DE PRODUTOS DERIVADOS DE PETROLEO LTDA-06.275.215/0001-00;198,1
6997465;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO PUTTINI LTDA-20.419.205/0001-13;209,25
6997518;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;POSTO DE COMBUSTIVEIS 310 SUL LTDA-32.590.257/0001-37;210
6994594;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;ESPANHA SERVICOS AUTOMOTIVOS LTDA-09.721.521/0001-02;212,7
6994532;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;DAVID DE OLIVEIRA COMERCIO DE COMBUSTIVEIS EIRELI-21.614.653/0001-30;215,88
6997720;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;APLAUSO AUTO POSTO LT-00.016.966/0001-17;218,23
6994619;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO CERGAL LTDA-49.710.551/0001-38;221,04
6994592;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO PUTTINI LTDA-20.419.205/0001-13;231
6997513;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO PUTTINI LTDA-20.419.205/0001-13;238
6997508;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;DAVID DE OLIVEIRA COMERCIO DE COMBUSTIVEIS EIRELI-21.614.653/0001-30;240,76
6997469;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO CERGAL LTDA-49.710.551/0001-38;243,02
6994588;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;CENTRO AUTOMOTIVO DESCAMPADO LTDA-14.373.766/0001-26;254,87
6997485;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO REI DO SUCO 2 LTDA-19.178.828/0001-62;256,06
6994595;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;DAVID DE OLIVEIRA COMERCIO DE COMBUSTIVEIS EIRELI-21.614.653/0001-30;257,31
6997477;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;POSTO Z+Z HIDROLANDIA LTDA - EPP-22.132.761/0001-30;258,62
6994490;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO GOLDEN GAS 202 LTDA-30.880.112/0001-45;260,72
6997511;GENINHO ZULIANI;2020;Combustíveis e lubrificantes;AUTO POSTO GRANERO LTDA-05.468.615/0001-60;266,21
6993467;GENINHO ZULIANI;2020;Manutenção de escritório de apoio à atividade parlamentar;WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME-12.132.854/0001-00;525,9
6994564;GENINHO ZULIANI;2020;Manutenção de escritório de apoio à atividade parlamentar;AMORETTO CAFES EXPRESSO LTDA-08.532.429/0001-31;662,8
6999244;GENINHO ZULIANI;2020;Passagens aéreas;GOL LINHAS AEREAS S.A.-07.575.651/0001-59;1293,36
6992729;GENINHO ZULIANI;2020;Divulgação da atividade parlamentar;MADALHANO E NUNES LTDA-08.932.076/0001-67;7000
7002717;GILBERTO NASCIMENTO;2020;Manutenção de escritório de apoio à atividade parlamentar;CONDE & DELL ARINGA - DES DE SOFTWARES-09.613.772/0001-73;505
7001718;GILBERTO NASCIMENTO;2020;Manutenção de escritório de apoio à atividade parlamentar;CONDE & DELL ARINGA - DES DE SOFTWARES-09.613.772/0001-73;505
7006739;GILBERTO NASCIMENTO;2020;Combustíveis e lubrificantes;POSTO DA TORRE EIRELI - EPP-04.473.193/0001-59;700
7003370;GILBERTO NASCIMENTO;2020;Combustíveis e lubrificantes;POSTO DE SERVICOS CHICAJULIA LT-43.911.106/0001-50;3535,69
7001692;GILBERTO NASCIMENTO;2020;Consultorias, pesquisas e trabalhos técnicos;WRIGHT MINUSSI SOCIEDADE INDIVIDUAL DE ADVOCACIA-33.132.208/0001-13;7000
7004187;GUIGA PEIXOTO;2020;Telefonia;TELEFONICA BRASIL S.A. VIVO-02.558.157/0001-62;54,99
