gid,UF,nome,Censo,PIB,pop,classe,desemprego,pop_sanea,expec_vida,pobreza,IDH,urbaniz,dens_pop_urbana
900,ESPIRITO SANTO,Vitória,2010,19782628,320156,4,6.9,71.6378753238302,78.9,4.5,733,alto,média
1076,GOIÁS,Abadia de Goiás,2010,38975.1328125,6301,1,3.6,47.7721363961253,73.5,,732,rural,muito baixa
1077,GOIÁS,Abadiânia,2010,82400.4921875,13378,1,4.4,49.2904450181715,73.8,,729,rural,muito baixa
1078,GOIÁS,Acreúna,2010,292935.15625,19246,2,5.8,47.8938912564062,75.7,,734,baixo,baixa
1079,GOIÁS,Adelândia,2010,20963.40039062,2608,1,3.4,47.4709737163316,73.5,,729,rural,muito baixa
1080,GOIÁS,Água Fria de Goiás,2010,89004.4453125,5318,2,4.8,46.1385947720358,74.2,,738,rural,muito baixa
1081,GOIÁS,Água Limpa,2010,24790.08984375,2111,2,4.6,49.3865593065015,74.2,,740,rural,muito baixa
1082,GOIÁS,Águas Lindas de Goiás,2010,548629.625,143179,1,3.9,49.0385530520342,75.2,,729,alto,baixa
1083,GOIÁS,Alexânia,2010,304361.84375,20706,2,4,47.3579388344552,73.8,,734,médio,baixa
1084,GOIÁS,Aloândia,2010,17409.11523438,2118,1,3.6,49.2246569504808,75.3,,731,rural,muito baixa
1085,GOIÁS,Alto Horizonte,2010,411189.625,3392,4,5.6,49.4025623122533,73.2,,733,rural,muito baixa
1086,GOIÁS,Alto Paraíso de Goiás,2010,47816.89453125,6982,1,3.3,47.2061722563721,73.3,,738,rural,muito baixa
726,GOIÁS,Alvorada do Norte,2010,55964.19921875,8666,1,6.1,47.1114801323907,74.9,,733,rural,muito baixa
727,GOIÁS,Amaralina,2010,32617.93359375,3719,1,3.7,49.0132212142473,74.3,,737,rural,muito baixa
728,GOIÁS,Americano do Brasil,2010,59193.86328125,4795,2,5.5,46.2088041983461,74.3,,730,rural,muito baixa
767,GOIÁS,Amorinópolis,2010,37992.16796875,3484,2,4.1,48.2890393098037,73.2,,731,rural,muito baixa
768,GOIÁS,Anápolis,2010,8109760,335960,3,3.3,47.2496523427028,74.3,,735,muito alto,baixa
1732,GOIÁS,Anhanguera,2010,8194.40429688,1018,1,3.5,45.9444173848298,73.4,,738,rural,muito baixa
769,GOIÁS,Anicuns,2010,241263.75,18027,2,5.6,46.1344986014099,75.7,,740,rural,muito baixa
770,GOIÁS,Aparecida de Goiânia,2010,4601373,510770,1,5,46.1310276069562,74.1,,736,muito alto,baixa
771,GOIÁS,Aparecida do Rio Doce,2010,40092.76953125,2871,2,6.1,46.1870974258991,74.7,,738,rural,muito baixa
772,GOIÁS,Aporé,2010,81910.3515625,3708,2,5,47.8745528855208,73,,735,rural,muito baixa
773,GOIÁS,Araçu,2010,31861.68945312,3946,1,5.3,47.3431018196088,74.8,,738,rural,muito baixa
840,GOIÁS,Aragarças,2010,88645.015625,17883,1,3.5,47.696613537946,73.6,,738,médio,baixa
841,GOIÁS,Aragoiânia,2010,43015.3046875,7702,1,4.6,49.4801688322451,74.7,,733,rural,muito baixa
842,GOIÁS,Araguapaz,2010,61092.53515625,7780,1,4.1,47.327750309793,73.8,,734,rural,muito baixa
843,GOIÁS,Arenópolis,2010,35280.58203125,3481,2,4.6,46.8467424194053,75,,731,rural,muito baixa
844,GOIÁS,Aruanã,2010,73282.2890625,7056,2,3.6,49.830430605104,74.9,,733,médio,muito baixa
845,GOIÁS,Aurilândia,2010,34192.81640625,3709,1,6.1,49.5049890526976,75.5,,737,rural,muito baixa
846,GOIÁS,Avelinópolis,2010,34174.171875,2421,2,4.4,48.6296857056426,74.3,,735,rural,muito baixa
847,GOIÁS,Baliza,2010,23190.03515625,3679,1,5,47.3033348774594,74.8,,734,rural,muito baixa
914,GOIÁS,Barro Alto,2010,89569.78125,6714,2,3.9,46.1030398018125,74.7,,735,rural,muito baixa
915,GOIÁS,Bela Vista de Goiás,2010,330241.3125,21679,2,4.2,48.8458419379799,75.3,,734,rural,muito baixa
916,GOIÁS,Bom Jardim de Goiás,2010,71251.1953125,8734,1,4.4,46.3242733953469,73.8,,735,rural,muito baixa
917,GOIÁS,Bom Jesus de Goiás,2010,283610.65625,21103,2,5,48.4114727927406,73.8,,739,baixo,baixa
918,GOIÁS,Bonfinópolis,2010,45527.7109375,7336,1,4.4,47.4060279891066,73,,731,rural,muito baixa
919,GOIÁS,Bonópolis,2010,37179.375,3413,2,6,48.8652682430391,74.9,,730,rural,muito baixa
920,GOIÁS,Brazabrantes,2010,37125.34765625,3345,2,3.8,47.2136909308683,73.2,,736,rural,muito baixa
921,GOIÁS,Britânia,2010,48315.8125,5190,1,6.2,46.0268137418227,73.8,,730,rural,muito baixa
922,GOIÁS,Buriti Alegre,2010,141374.421875,8454,2,4.4,47.2569890912369,73.4,,731,rural,muito baixa
923,GOIÁS,Buriti de Goiás,2010,19388.31835938,2203,1,4,48.46402662277,74.9,,737,rural,muito baixa
927,GOIÁS,Buritinópolis,2010,15364.06640625,3573,1,5.1,47.0798175832312,73.5,,735,rural,muito baixa
928,GOIÁS,Cabeceiras,2010,112414.140625,6794,2,5.4,48.8384671979408,75.2,,732,rural,muito baixa
929,GOIÁS,Cachoeira Alta,2010,132794.640625,8235,2,4.9,47.8348307099288,72.9,,737,rural,muito baixa
930,GOIÁS,Cachoeira de Goiás,2010,14494.04296875,1434,2,4,46.2255746717682,74.3,,734,rural,muito baixa
931,GOIÁS,Cachoeira Dourada,2010,338235.96875,7571,3,3.3,48.5053717461907,74.1,,729,rural,muito baixa
932,GOIÁS,Caçu,2010,163472.5625,11343,2,3.6,48.318229278461,73.5,,740,rural,muito baixa
933,GOIÁS,Caiapônia,2010,271639.34375,16559,2,6,46.0353226123665,73.8,,730,baixo,baixa
934,GOIÁS,Caldas Novas,2010,790987.125,67588,2,3.6,49.2287900807929,75.4,,741,alto,muito baixa
935,GOIÁS,Caldazinha,2010,33231.0546875,3341,2,4.9,47.7723974710811,75,,740,rural,muito baixa
936,GOIÁS,Campestre de Goiás,2010,32874.7421875,3591,1,4,48.9860130982328,73.4,,736,rural,muito baixa
937,GOIÁS,Campinaçu,2010,29268.20703125,3908,1,5.4,47.6882510581799,73.1,,738,rural,muito baixa
938,GOIÁS,Campinorte,2010,83268.4765625,10039,1,3.2,46.4226426441979,75.7,,735,rural,muito baixa
939,GOIÁS,Campo Alegre de Goiás,2010,233007.375,6286,3,4.5,46.8184798849086,74.8,,736,rural,muito baixa
940,GOIÁS,Campo Limpo de Goiás,2010,34342.75,6022,1,3.6,48.6683748809574,75,,733,rural,muito baixa
941,GOIÁS,Campos Belos,2010,104675.78125,19166,1,3.6,48.4145126099863,75.1,,733,rural,muito baixa
954,GOIÁS,Campos Verdes,2010,29449.41210938,6093,1,5.9,49.1946262709585,74.2,,734,rural,muito baixa
955,GOIÁS,Carmo do Rio Verde,2010,114121.578125,9481,2,3.4,46.0887789441232,75.7,,737,rural,muito baixa
956,GOIÁS,Castelândia,2010,67520.3125,3557,2,4.7,48.1166118947147,75.3,,731,rural,muito baixa
957,GOIÁS,Catalão,2010,3663230.5,81109,3,4.6,49.7254250613916,75.3,,738,médio,baixa
958,GOIÁS,Caturaí,2010,40064.34375,4667,1,4.6,47.7433774504557,73.5,,741,rural,muito baixa
959,GOIÁS,Cavalcante,2010,186038.578125,10398,2,3.5,48.9106813531159,73.5,,731,rural,muito baixa
960,GOIÁS,Ceres,2010,193604.6875,19069,2,3.5,49.7852994044767,75.7,,740,rural,muito baixa
961,GOIÁS,Cezarina,2010,145802.765625,7832,2,5.3,48.6647678821442,74.7,,742,rural,muito baixa
962,GOIÁS,Chapadão do Céu,2010,462417.625,5863,4,3.7,48.7961488405772,75.4,,738,rural,muito baixa
963,GOIÁS,Cidade Ocidental,2010,212909.28125,52380,1,4,49.6529440020161,74,,741,médio,baixa
964,GOIÁS,Cocalzinho de Goiás,2010,112800.390625,15296,1,4.7,48.0156060433407,73.4,,729,rural,muito baixa
965,GOIÁS,Colinas do Sul,2010,21580.93164062,4026,1,5.5,47.412994583861,73.9,,734,rural,muito baixa
966,GOIÁS,Córrego do Ouro,2010,29560.24023438,2632,2,3.6,47.0137205532932,75.7,,740,rural,muito baixa
967,GOIÁS,Corumbá de Goiás,2010,62772.9296875,9372,1,4.2,46.6683997524713,75.1,,731,rural,muito baixa
983,GOIÁS,Corumbaíba,2010,310289.59375,8624,3,4.6,46.4926437281888,73.1,,729,rural,muito baixa
984,GOIÁS,Cristalina,2010,901832.5,38504,3,5.9,49.4089236055293,73.4,,734,médio,baixa
985,GOIÁS,Cristianópolis,2010,28858.2109375,3174,1,4.7,49.1373142642845,73,,739,rural,muito baixa
986,GOIÁS,Crixás,2010,209922.59375,15005,2,3.4,49.2466775949993,74,,735,baixo,baixa
987,GOIÁS,Cromínia,2010,36729.203125,3729,2,5.5,45.9349438762769,75.1,,732,rural,muito baixa
988,GOIÁS,Cumari,2010,35815.71484375,3145,2,5.5,46.984327081645,75.5,,741,rural,muito baixa
989,GOIÁS,Damianópolis,2010,17035.70117188,3678,1,3.3,46.5294226933992,74.7,,731,rural,muito baixa
990,GOIÁS,Damolândia,2010,23949.9140625,2809,1,4.9,49.7976034592572,74.9,,736,rural,muito baixa
991,GOIÁS,Davinópolis,2010,22484.65234375,2075,2,5.8,48.2437489819991,73.2,,738,rural,muito baixa
1012,GOIÁS,Diorama,2010,23718.08007812,2243,2,4.5,49.3141499161028,74.6,,731,rural,muito baixa
1024,GOIÁS,Divinópolis de Goiás,2010,35307.09765625,5570,1,6,48.4756393616804,74.7,,730,rural,muito baixa
1013,GOIÁS,Doverlândia,2010,100713.90625,8570,2,4.5,47.5629714393628,74.5,,738,rural,muito baixa
1014,GOIÁS,Edealina,2010,66246.34375,3821,2,5.7,49.0970793461748,74,,738,rural,muito baixa
1015,GOIÁS,Edéia,2010,268327.09375,10604,3,6.2,46.472272006838,75,,732,rural,muito baixa
1016,GOIÁS,Estrela do Norte,2010,24145.83007812,3223,1,6.2,47.7349301081649,73.8,,731,rural,muito baixa
1017,GOIÁS,Faina,2010,58360.9765625,7020,1,4.1,49.6118931122894,73.6,,740,rural,muito baixa
1018,GOIÁS,Fazenda Nova,2010,59713.46875,6399,1,5.6,49.2561252317534,75.6,,735,rural,muito baixa
1019,GOIÁS,Firminópolis,2010,66088.3671875,10732,1,5.2,48.1623691619343,73.5,,729,rural,muito baixa
1020,GOIÁS,Flores de Goiás,2010,81505.1171875,11483,1,4,48.2902059396705,74.5,,736,rural,muito baixa
1021,GOIÁS,Formosa,2010,746357.25,96284,1,4.9,48.0065510103531,74.1,,729,médio,baixa
1022,GOIÁS,Formoso,2010,30976.59960938,5327,1,5.4,48.3960246437985,74.3,,739,rural,muito baixa
1023,GOIÁS,Gameleira de Goiás,2010,77272.7734375,3582,2,4.7,45.9811447170727,75.1,,731,rural,muito baixa
1025,GOIÁS,Goianápolis,2010,60013.33984375,11663,1,5.2,46.9973383295931,75.8,,729,rural,muito baixa
1035,GOIÁS,Goiandira,2010,47799.625,5081,1,3.8,46.5486138859698,73.2,,734,rural,muito baixa
1037,GOIÁS,Goianésia,2010,543086.1875,56839,1,5.7,49.7026963573359,74,,737,médio,baixa
1666,GOIÁS,Goiânia,2010,21386530,1281975,2,4.7,49.823458079493,74.2,,736,muito alto,média
1038,GOIÁS,Goianira,2010,189322.390625,26336,1,5.6,48.4696747030728,75.2,,733,rural,muito baixa
1039,GOIÁS,Goiás,2010,207812.5625,24605,1,4.7,48.6750620021789,74,,735,baixo,baixa
1040,GOIÁS,Goiatuba,2010,708512.5625,32304,2,5.8,46.2209623937049,74,,738,médio,baixa
1041,GOIÁS,Gouvelândia,2010,120889.484375,4790,3,5.1,48.30365194146,75.1,,733,rural,muito baixa
1042,GOIÁS,Guapó,2010,88643.953125,13973,1,4.8,47.0683788177793,74.9,,737,rural,muito baixa
1043,GOIÁS,Guaraíta,2010,16679.578125,2370,1,4,47.0655675673766,74.1,,742,rural,muito baixa
851,GOIÁS,Guarani de Goiás,2010,29066.02539062,4093,1,4.9,48.2766189375645,75.4,,729,rural,muito baixa
852,GOIÁS,Guarinos,2010,14339.46679688,2379,1,4.4,47.0330610448907,74.8,,732,rural,muito baixa
853,GOIÁS,Heitoraí,2010,34522.12109375,3706,1,5.2,46.3816238071941,73.1,,733,rural,muito baixa
854,GOIÁS,Hidrolândia,2010,257722.515625,14718,2,4.1,46.1925717066733,75,,729,rural,muito baixa
855,GOIÁS,Hidrolina,2010,34949.49609375,4195,1,3.2,49.7334804019468,74.1,,735,rural,muito baixa
874,GOIÁS,Iaciara,2010,82438.8828125,12855,1,6.1,49.2293878769644,73.3,,741,rural,muito baixa
875,GOIÁS,Inaciolândia,2010,78616.3671875,5949,2,4.6,47.4588942666886,73.7,,738,rural,muito baixa
876,GOIÁS,Indiara,2010,124832.4609375,13364,1,5.4,46.072170293122,74.8,,734,rural,muito baixa
877,GOIÁS,Inhumas,2010,452558.71875,46786,2,3.6,46.127182873264,74.6,,733,médio,média
878,GOIÁS,Ipameri,2010,455039.1875,24021,2,5.8,47.8324767394114,74.3,,740,rural,muito baixa
4339,GOIÁS,Ipiranga de Goiás,2010,26288.5234375,2906,1,3.7,46.9686111287085,75.4,,741,rural,muito baixa
879,GOIÁS,Iporá,2010,231045.234375,32045,1,4,46.0933541031792,73.5,,731,médio,baixa
880,GOIÁS,Israelândia,2010,22917.2890625,2876,1,3.7,48.7652709417578,74.8,,733,rural,muito baixa
881,GOIÁS,Itaberaí,2010,504516.1875,32356,2,5.1,47.7027291745648,73.4,,740,médio,baixa
882,GOIÁS,Itaguari,2010,37283.44140625,4364,1,4.8,47.8171618763958,75.5,,738,rural,muito baixa
883,GOIÁS,Itaguaru,2010,57557.48828125,5591,2,3.7,48.1074177642548,74.7,,728,rural,muito baixa
901,GOIÁS,Itajá,2010,63981.1328125,5528,2,3.5,47.2511723616414,73.5,,742,rural,muito baixa
902,GOIÁS,Itapaci,2010,133968.1875,17086,1,4.2,49.679722392028,74.5,,741,rural,muito baixa
903,GOIÁS,Itapirapuã,2010,85750.171875,7792,2,4.4,48.5640607375834,75.2,,731,rural,muito baixa
904,GOIÁS,Itapuranga,2010,192856.984375,25170,1,4.9,49.6457423739724,75.6,,741,baixo,baixa
905,GOIÁS,Itarumã,2010,85042.3515625,5490,2,4.8,46.3177801835067,75.7,,737,rural,muito baixa
906,GOIÁS,Itauçu,2010,61218.0625,9117,1,4.2,47.9994903315318,74.4,,735,rural,muito baixa
907,GOIÁS,Itumbiara,2010,2151446.5,92832,3,4.8,47.0562411733729,75,,739,médio,baixa
908,GOIÁS,Ivolândia,2010,30326.5546875,2738,2,5.7,46.6551481131967,73.9,,740,rural,muito baixa
925,GOIÁS,Jandaia,2010,116923.84375,6596,2,4.3,47.2525457218702,73.6,,740,rural,muito baixa
972,GOIÁS,Jaraguá,2010,299434.40625,41772,1,4.2,48.1100985013189,74.5,,730,médio,baixa
973,GOIÁS,Jataí,2010,1930988.5,86447,3,4.6,46.2059755212874,74.9,,729,médio,baixa
974,GOIÁS,Jaupaci,2010,22281.28515625,3059,1,3.4,46.8479873835372,73.1,,729,rural,muito baixa
975,GOIÁS,Jesúpolis,2010,13104.99804688,2296,1,6,47.173123423019,74.4,,737,rural,muito baixa
976,GOIÁS,Joviânia,2010,82713.7421875,6914,2,4.9,49.2153139810361,73.2,,738,rural,muito baixa
977,GOIÁS,Jussara,2010,188344.21875,19130,2,6.1,49.6057550815225,73.3,,735,baixo,baixa
978,GOIÁS,Lagoa Santa,2010,15363.55761719,1346,2,5,47.9410627278793,74.3,,736,rural,muito baixa
979,GOIÁS,Leopoldo de Bulhões,2010,90110.171875,9518,1,4.7,45.8759597529065,74,,736,rural,muito baixa
980,GOIÁS,Luziânia,2010,2040827.875,210064,2,3.7,48.4071314497808,75.6,,739,muito alto,baixa
981,GOIÁS,Mairipotaba,2010,29754.37695312,2811,2,5.6,49.1272770156892,73.5,,733,rural,muito baixa
1045,GOIÁS,Mambaí,2010,29512.58398438,7096,1,4.2,46.7828352588531,73.7,,729,rural,muito baixa
1046,GOIÁS,Mara Rosa,2010,83060.5078125,10360,1,5.8,46.2540875096521,74.7,,734,rural,muito baixa
1047,GOIÁS,Marzagão,2010,21822.19921875,2157,2,4.9,46.3073843510639,74.4,,731,rural,muito baixa
1048,GOIÁS,Matrinchã,2010,45910.546875,4420,2,4.7,46.0976218891379,75.1,,735,rural,muito baixa
1049,GOIÁS,Maurilândia,2010,98095.1015625,11604,1,4.1,46.3400567815454,74.1,,734,rural,muito baixa
1050,GOIÁS,Mimoso de Goiás,2010,29721.85351562,2941,2,3.3,47.6691195112563,74,,733,rural,muito baixa
1057,GOIÁS,Minaçu,2010,609433.5625,31417,2,6,48.1171997254462,74.7,,736,médio,baixa
1058,GOIÁS,Mineiros,2010,886822.875,48329,2,4.6,46.4322380447697,75.1,,739,médio,baixa
1059,GOIÁS,Moiporá,2010,17579.0234375,1865,1,3.5,46.6487876605249,74.3,,734,rural,muito baixa
1060,GOIÁS,Monte Alegre de Goiás,2010,40514.72265625,7466,1,5.9,47.775341456132,74.5,,737,rural,muito baixa
1061,GOIÁS,Montes Claros de Goiás,2010,104265.5703125,8070,2,3.4,45.8906861886703,74.5,,740,rural,muito baixa
1062,GOIÁS,Montividiu,2010,364961.09375,9965,3,5.5,47.907279221672,73.3,,740,rural,muito baixa
1063,GOIÁS,Montividiu do Norte,2010,29883.86914062,4702,1,4.7,46.134005822907,74.3,,739,rural,muito baixa
1064,GOIÁS,Morrinhos,2010,634494.625,40838,2,3.7,48.2105513239162,74.2,,739,médio,baixa
1065,GOIÁS,Morro Agudo de Goiás,2010,16695.07617188,2379,1,5.1,49.6502665309597,75.4,,732,rural,muito baixa
1066,GOIÁS,Mossâmedes,2010,46604.53515625,4901,1,5.4,48.6936318269225,75.7,,736,rural,muito baixa
1067,GOIÁS,Mozarlândia,2010,323998.9375,14073,3,3.5,47.3652929376078,74.2,,729,rural,muito baixa
1068,GOIÁS,Mundo Novo,2010,56638.41796875,6787,1,5.6,48.6142198016647,73.2,,739,rural,muito baixa
1069,GOIÁS,Mutunópolis,2010,29754.50585938,4086,1,4.3,45.9196605825573,75,,740,rural,muito baixa
1070,GOIÁS,Nazário,2010,103091.7421875,7622,2,6,49.5356549890841,73.3,,732,rural,muito baixa
1071,GOIÁS,Nerópolis,2010,338301.90625,20260,2,3.7,47.0871957177552,73.9,,731,rural,muito baixa
1072,GOIÁS,Niquelândia,2010,689136.6875,39803,2,4.9,47.9483270740738,73.5,,741,médio,baixa
1073,GOIÁS,Nova América,2010,16354.48339844,2278,1,5.5,46.3930628048255,74.5,,733,rural,muito baixa
836,GOIÁS,Nova Aurora,2010,20509.70117188,2209,1,3.2,48.9102657748507,75.7,,737,rural,muito baixa
837,GOIÁS,Nova Crixás,2010,163690.328125,13432,2,5.6,47.7202093298408,73.8,,739,rural,muito baixa
838,GOIÁS,Nova Glória,2010,60245.73828125,8632,1,5.1,48.8207908361759,73.9,,738,rural,muito baixa
839,GOIÁS,Nova Iguaçu de Goiás,2010,19991.43359375,2678,1,4.7,48.6454921442614,73.4,,735,rural,muito baixa
805,GOIÁS,Nova Roma,2010,34341.16015625,3633,1,5.2,48.6174535494484,75,,741,rural,muito baixa
1735,GOIÁS,Nova Veneza,2010,74443.796875,7240,2,3.5,45.9931222768046,73.5,,735,rural,muito baixa
806,GOIÁS,Novo Brasil,2010,33892.66015625,3377,2,5.6,46.8040426219709,74.8,,732,rural,muito baixa
815,GOIÁS,Novo Gama,2010,352584.96875,88835,1,3.6,47.948437197829,75.3,,731,médio,baixa
860,GOIÁS,Novo Planalto,2010,29951.6015625,4266,1,4,48.008936042586,73.4,,730,rural,muito baixa
861,GOIÁS,Orizona,2010,234588.984375,15201,2,5,49.2625644790197,74,,737,rural,muito baixa
862,GOIÁS,Ouro Verde de Goiás,2010,36711.6953125,4599,1,4.2,49.3575092795432,75.4,,738,rural,muito baixa
1167,GOIÁS,Ouvidor,2010,194923.21875,5017,3,3.5,46.258012323498,74.4,,735,rural,muito baixa
1168,GOIÁS,Padre Bernardo,2010,160105.703125,28012,1,5.5,48.7088364753755,75.4,,729,rural,muito baixa
1181,GOIÁS,Palestina de Goiás,2010,42713.81640625,3317,2,5.1,46.6161035315414,74.9,,730,rural,muito baixa
1182,GOIÁS,Palmeiras de Goiás,2010,426385.15625,22798,2,5.6,47.2344391333184,75,,742,rural,muito baixa
1183,GOIÁS,Palmelo,2010,15232.96191406,2324,1,5.6,47.635847760892,75,,729,rural,muito baixa
1184,GOIÁS,Palminópolis,2010,38439.57421875,3761,2,4.6,48.8187666677624,73,,737,rural,muito baixa
1185,GOIÁS,Panamá,2010,49949.5390625,2665,2,5,49.7603645474964,75.7,,742,rural,muito baixa
1186,GOIÁS,Paranaiguara,2010,88284.84375,7862,2,5.1,45.9988740757191,74,,734,rural,muito baixa
1187,GOIÁS,Paraúna,2010,259728.625,11319,3,5.3,49.1656815713683,73.7,,737,rural,muito baixa
1188,GOIÁS,Perolândia,2010,145665.390625,2830,3,5.1,48.3049118080307,75.2,,737,rural,muito baixa
1189,GOIÁS,Petrolina de Goiás,2010,71342.0625,10061,1,3.3,47.4869492618317,72.9,,735,rural,muito baixa
1112,GOIÁS,Pilar de Goiás,2010,22013.68359375,2821,1,4.9,49.5724301476421,75.7,,732,rural,muito baixa
1113,GOIÁS,Piracanjuba,2010,362217.96875,24033,2,3.7,48.2433146771645,75.1,,737,baixo,média
1114,GOIÁS,Piranhas,2010,112784.5078125,11215,2,3.8,48.0300819853131,74.4,,732,rural,muito baixa
1115,GOIÁS,Pirenópolis,2010,182077.4375,20945,1,4.5,46.0001602422463,74.6,,729,rural,muito baixa
1116,GOIÁS,Pires do Rio,2010,356490.375,27928,2,6.1,47.9520062725647,74.8,,735,médio,baixa
1117,GOIÁS,Planaltina,2010,376268.8125,79651,1,4,45.8733062965123,75.3,,738,médio,baixa
1223,GOIÁS,Pontalina,2010,172800.28125,16687,2,6,46.8275385598685,73.3,,732,rural,muito baixa
1224,GOIÁS,Porangatu,2010,332653.25,40469,1,3.4,47.3568848182276,75.8,,740,médio,baixa
1225,GOIÁS,Porteirão,2010,144554.84375,3158,3,5.9,49.7736250589027,73.9,,729,rural,muito baixa
1226,GOIÁS,Portelândia,2010,103158.140625,3321,3,4.2,46.903678288186,74.1,,736,rural,muito baixa
1227,GOIÁS,Posse,2010,189625.765625,31257,1,5.1,48.170871623854,74.2,,735,médio,baixa
1228,GOIÁS,Professor Jamil,2010,23558.65429688,3381,1,3.3,47.1383743175322,74.3,,730,rural,muito baixa
1229,GOIÁS,Quirinópolis,2010,700326.6875,39756,2,6,46.3500201502131,75.8,,735,médio,baixa
1230,GOIÁS,Rialma,2010,119340.1796875,10911,2,3.7,49.5814284299508,73,,737,rural,muito baixa
1231,GOIÁS,Rianápolis,2010,74336.078125,4256,2,5,49.7229729504244,74.1,,741,rural,muito baixa
1232,GOIÁS,Rio Quente,2010,49451.97265625,3285,2,3.3,47.9027199494328,75.4,,741,rural,muito baixa
1233,GOIÁS,Rio Verde,2010,4260318.5,163021,3,5.9,49.4598085301711,75.7,,735,alto,média
1245,GOIÁS,Rubiataba,2010,160824.359375,18618,1,4.1,49.5000626334181,74.6,,741,rural,muito baixa
1246,GOIÁS,Sanclerlândia,2010,88431.5625,7936,2,5.3,49.6510421280746,75.7,,740,rural,muito baixa
1247,GOIÁS,Santa Bárbara de Goiás,2010,49571.890625,6031,1,4.8,48.3297698673646,74.2,,730,rural,muito baixa
1248,GOIÁS,Santa Cruz de Goiás,2010,59210.90625,3680,2,3.9,47.0086455735725,75.4,,740,rural,muito baixa
1249,GOIÁS,Santa Fé de Goiás,2010,105659.59375,4882,2,5.3,48.9959715302051,74.3,,738,rural,muito baixa
1250,GOIÁS,Santa Helena de Goiás,2010,511819.84375,36336,2,3.9,46.1741715773004,75.4,,732,médio,baixa
1251,GOIÁS,Santa Isabel,2010,37564.171875,3575,2,3.8,46.3940496108936,73.5,,730,rural,muito baixa
1252,GOIÁS,Santa Rita do Araguaia,2010,62715.59765625,6277,2,4.2,49.3037626291046,75.7,,730,rural,muito baixa
1253,GOIÁS,Santa Rita do Novo Destino,2010,29350.61328125,3576,1,4.3,48.1830626568766,72.9,,737,rural,muito baixa
1254,GOIÁS,Santa Rosa de Goiás,2010,20780.69140625,2765,1,5,48.7751689799163,74.3,,734,rural,muito baixa
1255,GOIÁS,Santa Tereza de Goiás,2010,29901.0078125,4141,1,4.6,46.2584641530592,75.1,,730,rural,muito baixa
1274,GOIÁS,Santa Terezinha de Goiás,2010,63866.6953125,11829,1,5.9,48.0123210836987,73.2,,735,rural,muito baixa
1275,GOIÁS,Santo Antônio da Barra,2010,71073.3515625,4295,2,4,46.5397895311433,73.7,,737,rural,muito baixa
1307,GOIÁS,Santo Antônio de Goiás,2010,37717.75,4230,1,4.4,46.8470595750715,75.4,,739,rural,muito baixa
1308,GOIÁS,Santo Antônio do Descoberto,2010,233394.609375,58474,1,3.6,47.6625941566214,73.4,,741,médio,baixa
1309,GOIÁS,São Domingos,2010,73007.75,10156,1,5.2,47.6404387487351,73.1,,740,rural,muito baixa
1310,GOIÁS,São Francisco de Goiás,2010,38083.13671875,5823,1,5.4,49.4701925354049,72.9,,735,rural,muito baixa
1311,GOIÁS,São João d'Aliança,2010,100667.5859375,8830,2,6,47.1754476736943,75.5,,741,rural,muito baixa
1312,GOIÁS,São João da Paraúna,2010,22426.16015625,1672,2,3.2,46.8036255810499,74.1,,733,rural,muito baixa
1313,GOIÁS,São Luís de Montes Belos,2010,345585.90625,27793,2,5.7,48.7964720189987,73.2,,731,médio,baixa
1314,GOIÁS,São Luíz do Norte,2010,51386.2734375,4456,2,5.9,46.777685467215,72.9,,735,rural,muito baixa
1315,GOIÁS,São Miguel do Araguaia,2010,217922.734375,23142,1,3.4,48.4509654086205,74.5,,736,rural,muito baixa
1316,GOIÁS,São Miguel do Passa Quatro,2010,51348.8828125,3856,2,4.6,47.6723010936039,74.8,,731,rural,muito baixa
1317,GOIÁS,São Patrício,2010,18451.34960938,2144,1,4.1,47.3306360214505,73.2,,732,rural,muito baixa
1327,GOIÁS,São Simão,2010,1256673.375,14373,4,3.8,47.9535395089122,73.6,,733,médio,baixa
1328,GOIÁS,Senador Canedo,2010,2658435.25,77511,3,4.9,47.0264387674463,73.7,,730,alto,baixa
1329,GOIÁS,Serranópolis,2010,166530.421875,7813,2,3.8,46.915582420284,74.3,,732,rural,muito baixa
1330,GOIÁS,Silvânia,2010,311428.53125,19154,2,4.4,46.7397604786049,74.4,,735,rural,muito baixa
1055,GOIÁS,Simolândia,2010,33332.49609375,7331,1,4.7,47.238716599698,74.4,,737,rural,muito baixa
1091,GOIÁS,Sítio d'Abadia,2010,22326.18945312,3510,1,4.2,46.5764663458369,73.9,,741,rural,muito baixa
4405,GOIÁS,Taquaral de Goiás,2010,31021.49609375,3471,1,5.7,46.70868076946,73.2,,729,rural,muito baixa
1092,GOIÁS,Teresina de Goiás,2010,14530.07128906,2915,1,3.3,48.5426456930409,74.8,,737,rural,muito baixa
1093,GOIÁS,Terezópolis de Goiás,2010,47221.2109375,5951,1,5,46.2240370708147,73.7,,733,rural,muito baixa
1094,GOIÁS,Três Ranchos,2010,23099.80078125,2967,1,4.9,47.2208055993348,75.1,,733,rural,muito baixa
1095,GOIÁS,Trindade,2010,759605.4375,104979,1,3.7,49.4222464537468,73.1,,733,médio,baixa
1122,GOIÁS,Trombas,2010,22239.45703125,3683,1,3.6,49.5905115925045,74,,741,rural,muito baixa
1123,GOIÁS,Turvânia,2010,60560.5625,5085,2,4.6,46.0702307984775,73.1,,728,rural,muito baixa
