,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,classe,desemprego
1529,1215,PIAUÍ,Assunção do Piauí,2010,23011.68359375,8370,2749.31005859,Produto Interno Bruto per capita,1,5.3
1530,4912,SERGIPE,General Maynard,2010,13834.29785156,2907,4758.95996094,Produto Interno Bruto per capita,1,8.8
1531,3321,MINAS GERAIS,Tombos,2010,55267.80078125,8881,6223.14990234,Produto Interno Bruto per capita,1,7.1
1532,5322,SANTA CATARINA,Herval D'Oeste,2010,326972.25,19323,16921.40039062,Produto Interno Bruto per capita,2,6.9
1533,684,SÃO PAULO,Adamantina,2010,531913.5,34424,15451.8203125,Produto Interno Bruto per capita,2,7.2
1534,3561,MINAS GERAIS,Ipiaçu,2010,51452.1875,4374,11763.19042969,Produto Interno Bruto per capita,2,5.6
1535,3907,PARANÁ,Mallet,2010,149617.28125,12784,11703.48046875,Produto Interno Bruto per capita,2,3.3
1536,4748,SÃO PAULO,Platina,2010,49894.515625,3407,14644.70996094,Produto Interno Bruto per capita,2,7
1537,1359,AMAPÁ,Calçoene,2010,107248.828125,9291,11543.29980469,Produto Interno Bruto per capita,2,13.6
1538,1111,ESPIRITO SANTO,Montanha,2010,197230.15625,18856,10459.80957031,Produto Interno Bruto per capita,2,8.3
1539,825,ALAGOAS,Ouro Branco,2010,32711.80273438,11504,2843.52001953,Produto Interno Bruto per capita,1,8.6
1540,4528,SÃO PAULO,Iguape,2010,252515.78125,30675,8231.96972656,Produto Interno Bruto per capita,1,7.3
1541,4498,BAHIA,Itacaré,2010,102075.2734375,27170,3756.90991211,Produto Interno Bruto per capita,1,8.9
1542,635,RIO GRANDE DO SUL,Derrubadas,2010,41730.37890625,3391,12306.21972656,Produto Interno Bruto per capita,2,5.1
1543,1853,CEARÁ,Mauriti,2010,169606.5625,44211,3836.30004883,Produto Interno Bruto per capita,1,4
1544,799,ALAGOAS,Junqueiro,2010,98153.7734375,25290,3881.12988281,Produto Interno Bruto per capita,1,10.3
1545,1898,RIO GRANDE DO NORTE,Parelhas,2010,109494.6875,20676,5295.74023438,Produto Interno Bruto per capita,1,9.4
1546,2754,PARANÁ,Perobal,2010,67708.015625,5163,13114.08007812,Produto Interno Bruto per capita,2,4.6
1547,4173,PARANÁ,Borrazópolis,2010,93202.4921875,8235,11317.84960938,Produto Interno Bruto per capita,2,5.3
1548,1113,GOIÁS,Piracanjuba,2010,362217.96875,24033,15071.69042969,Produto Interno Bruto per capita,2,4.2
1549,521,RIO GRANDE DO SUL,São Gabriel,2010,798197,59337,13451.9296875,Produto Interno Bruto per capita,2,5.5
1550,40,RIO GRANDE DO SUL,Picada Café,2010,153711.953125,5039,30504.4609375,Produto Interno Bruto per capita,3,3.5
1551,3680,MINAS GERAIS,Limeira do Oeste,2010,130177.796875,6792,19166.33984375,Produto Interno Bruto per capita,2,6.6
1552,3818,PARANÁ,Medianeira,2010,637894.1875,39857,16004.5703125,Produto Interno Bruto per capita,2,4.3
1553,3708,PERNAMBUCO,Serra Talhada,2010,543937.5,80294,6774.31982422,Produto Interno Bruto per capita,1,8.6
1554,4268,SÃO PAULO,Colômbia,2010,144238.203125,6345,22732.58007812,Produto Interno Bruto per capita,3,7.8
1555,2671,PARANÁ,Doutor Camargo,2010,60953.90625,5753,10595.15039062,Produto Interno Bruto per capita,2,5.1
1556,2882,PARANÁ,Sertaneja,2010,102978.7890625,5924,17383.3203125,Produto Interno Bruto per capita,2,4.5
1557,4774,SÃO PAULO,Redenção da Serra,2010,36065.66015625,4245,8496.03027344,Produto Interno Bruto per capita,1,6.2
1558,2826,MINAS GERAIS,Ribeirão Vermelho,2010,37746.41796875,3938,9585.16992188,Produto Interno Bruto per capita,1,5.4
1559,3942,RONDÔNIA,Nova União,2010,69908.515625,7944,8800.16992188,Produto Interno Bruto per capita,1,2.7
1560,1694,RIO GRANDE DO NORTE,Januário Cicco,2010,39116.64453125,8629,4533.16015625,Produto Interno Bruto per capita,1,10
1561,4750,SÃO PAULO,Pompéia,2010,465391.53125,20168,23075.74023438,Produto Interno Bruto per capita,3,6
1562,3929,PARANÁ,Jardim Olinda,2010,21127.85546875,1494,14141.79980469,Produto Interno Bruto per capita,2,4.6
1563,3063,PERNAMBUCO,Jataúba,2010,59477.77734375,15365,3870.98999023,Produto Interno Bruto per capita,1,8
1564,596,RIO GRANDE DO SUL,Bom Jesus,2010,197372.390625,12201,16176.74023438,Produto Interno Bruto per capita,2,4.5
1565,4522,BAHIA,Itororó,2010,77047.1640625,20930,3681.17993164,Produto Interno Bruto per capita,1,8.3
1566,803,ALAGOAS,São Brás,2010,27549.03125,7062,3901.02001953,Produto Interno Bruto per capita,1,10.2
1567,911,PIAUÍ,Anísio de Abreu,2010,25927.50585938,8552,3031.75,Produto Interno Bruto per capita,1,5.6
1568,730,ALAGOAS,Traipu,2010,68499.6875,25854,2649.47998047,Produto Interno Bruto per capita,1,8.6
1569,4269,SÃO PAULO,Conchal,2010,369008.0625,24485,15070.78027344,Produto Interno Bruto per capita,2,6.8
1570,4150,PARANÁ,Roncador,2010,148181.59375,12309,12038.48046875,Produto Interno Bruto per capita,2,5.2
1571,4183,SÃO PAULO,Álvares Machado,2010,199326.484375,23779,8382.45996094,Produto Interno Bruto per capita,1,7
1572,2657,PARANÁ,Salto do Itararé,2010,36764.2578125,5134,7160.93994141,Produto Interno Bruto per capita,1,3.7
1573,1631,MARANHÃO,Grajaú,2010,277077.53125,56633,4892.50976562,Produto Interno Bruto per capita,1,7.2
1574,3237,MINAS GERAIS,Setubinha,2010,37165.37890625,11588,3207.22998047,Produto Interno Bruto per capita,1,5.7
1575,13,RIO GRANDE DO SUL,Pinheirinho do Vale,2010,49996.953125,4635,10786.83007812,Produto Interno Bruto per capita,2,4.3
1576,582,TOCANTINS,Araguatins,2010,152885.484375,26771,5710.85986328,Produto Interno Bruto per capita,1,5.5
1577,2728,MINAS GERAIS,Ponte Nova,2010,687477.875,57654,11924.20019531,Produto Interno Bruto per capita,2,6.1
1578,868,TOCANTINS,Taguatinga,2010,110298.09375,14655,7526.31005859,Produto Interno Bruto per capita,1,5
1579,3490,PERNAMBUCO,Salgueiro,2010,315104.03125,55435,5684.20996094,Produto Interno Bruto per capita,1,8.1
1580,4812,SÃO PAULO,Santa Ernestina,2010,43545.33984375,5618,7751.04003906,Produto Interno Bruto per capita,1,5.9
1581,1698,MARANHÃO,Magalhães de Almeida,2010,59104.46484375,14808,3991.38989258,Produto Interno Bruto per capita,1,6.3
1582,3579,MINAS GERAIS,Itapagipe,2010,234536.9375,15043,15591.09960938,Produto Interno Bruto per capita,2,5.1
1583,4827,SÃO PAULO,Santo Antônio do Jardim,2010,78237.4609375,5785,13524.19042969,Produto Interno Bruto per capita,2,6.2
1584,96,BAHIA,Ourolândia,2010,76238.53125,17080,4463.60986328,Produto Interno Bruto per capita,1,9.3
1585,5442,SANTA CATARINA,Palhoça,2010,1693864.25,130878,12942.30957031,Produto Interno Bruto per capita,2,7.8
1586,4638,SÃO PAULO,Macaubal,2010,84924.5390625,7672,11069.41015625,Produto Interno Bruto per capita,2,7.7
1587,935,GOIÁS,Caldazinha,2010,33231.0546875,3341,9946.44042969,Produto Interno Bruto per capita,2,5.8
1588,2119,MINAS GERAIS,Itamonte,2010,262661.75,14611,17976.99023438,Produto Interno Bruto per capita,2,5.5
1589,4411,BAHIA,Aracatu,2010,43216.1328125,14316,3018.72998047,Produto Interno Bruto per capita,1,8.6
1590,3479,PERNAMBUCO,Pombos,2010,106317.171875,22120,4806.37988281,Produto Interno Bruto per capita,1,8.7
1591,2544,PERNAMBUCO,Tracunhaém,2010,63237.58984375,13265,4767.25,Produto Interno Bruto per capita,1,7.9
1592,2413,PARAÍBA,Catolé do Rocha,2010,146767.578125,28468,5155.52978516,Produto Interno Bruto per capita,1,8.6
1593,4030,MATO GROSSO,Itanhangá,2010,129650.5390625,5061,25617.5703125,Produto Interno Bruto per capita,3,6.2
1594,3159,MINAS GERAIS,São Pedro do Suaçuí,2010,31461.02148438,5925,5309.87988281,Produto Interno Bruto per capita,1,6.2
1595,5213,SANTA CATARINA,Bocaina do Sul,2010,48069.1328125,3128,15367.37011719,Produto Interno Bruto per capita,2,7.1
1596,3065,PERNAMBUCO,João Alfredo,2010,121253.921875,29875,4058.70996094,Produto Interno Bruto per capita,1,9.2
1597,245,BAHIA,Vitória da Conquista,2010,3142676.75,318901,9854.70996094,Produto Interno Bruto per capita,2,8.8
1598,2741,PERNAMBUCO,Chã Grande,2010,92091.6328125,17924,5137.89990234,Produto Interno Bruto per capita,1,8.3
1599,3848,RONDÔNIA,Buritis,2010,326336.875,34693,9406.41992188,Produto Interno Bruto per capita,1,3.5
1600,2438,PARAÍBA,Solânea,2010,108521.9921875,27951,3882.58007812,Produto Interno Bruto per capita,1,7.9
1601,2780,MINAS GERAIS,Amparo do Serra,2010,25285.09570312,5362,4715.60986328,Produto Interno Bruto per capita,1,5
1602,2318,PARÁ,Rondon do Pará,2010,244986.21875,47772,5128.24023438,Produto Interno Bruto per capita,1,6.4
1603,4360,SÃO PAULO,Vargem Grande do Sul,2010,435658.78125,39160,11125.09960938,Produto Interno Bruto per capita,2,6.2
1604,4644,SÃO PAULO,Marapoama,2010,81859.9609375,2780,29446.02929688,Produto Interno Bruto per capita,3,7.1
1605,4390,BAHIA,Condeúba,2010,64649.53125,17210,3756.51000977,Produto Interno Bruto per capita,1,9.6
1606,4597,BAHIA,Jacobina,2010,523242.1875,79013,6622.22998047,Produto Interno Bruto per capita,1,8.4
1607,434,RIO GRANDE DO SUL,Piratini,2010,191053.515625,21180,9020.46972656,Produto Interno Bruto per capita,1,4.3
1608,632,RIO GRANDE DO SUL,Crissiumal,2010,168315.0625,15096,11149.65039062,Produto Interno Bruto per capita,2,5.4
1609,3242,MINAS GERAIS,Senhora dos Remédios,2010,48332.01171875,10588,4564.79003906,Produto Interno Bruto per capita,1,6.1
1610,979,GOIÁS,Leopoldo de Bulhões,2010,90110.171875,9518,9467.33984375,Produto Interno Bruto per capita,1,4
1611,2067,RIO GRANDE DO NORTE,Parnamirim,2010,1963383.5,184222,10657.70019531,Produto Interno Bruto per capita,2,9.9
1612,3739,MINAS GERAIS,Medeiros,2010,51101.86328125,3398,15038.80957031,Produto Interno Bruto per capita,2,5.7
1613,4121,PARANÁ,Brasilândia do Sul,2010,49819.625,3260,15282.08984375,Produto Interno Bruto per capita,2,5.2
1614,4045,PARANÁ,Marialva,2010,430093.0625,31397,13698.54003906,Produto Interno Bruto per capita,2,5.7
1615,261,BAHIA,Mascote,2010,57532.8671875,16590,3467.91992188,Produto Interno Bruto per capita,1,9.7
1616,4883,SÃO PAULO,Taubaté,2010,8324691,273426,30445.859375,Produto Interno Bruto per capita,3,7
1617,4672,SÃO PAULO,Motuca,2010,68719.6796875,4691,14649.25976562,Produto Interno Bruto per capita,2,7.9
1618,5089,SÃO PAULO,São Sebastião,2010,3043796.25,73631,41338.51171875,Produto Interno Bruto per capita,3,6.6
1619,2375,PARÁ,Soure,2010,81680.953125,22459,3636.88989258,Produto Interno Bruto per capita,1,7.5
1620,1727,CEARÁ,Morrinhos,2010,68998.65625,22695,3040.26000977,Produto Interno Bruto per capita,1,4
1621,665,RIO GRANDE DO SUL,Roque Gonzales,2010,86025.9296875,7394,11634.55957031,Produto Interno Bruto per capita,2,4.8
1622,763,ALAGOAS,Campestre,2010,25780.65820312,6178,4172.97998047,Produto Interno Bruto per capita,1,9.2
1623,2679,PARANÁ,Enéas Marques,2010,81526.875,6066,13439.96972656,Produto Interno Bruto per capita,2,5.2
1624,2264,PARÁ,Gurupá,2010,79299.140625,25511,3108.42993164,Produto Interno Bruto per capita,1,7.5
1625,5120,PIAUÍ,Dom Expedito Lopes,2010,31609.2890625,6793,4653.20996094,Produto Interno Bruto per capita,1,5.3
1626,2093,RIO GRANDE DO NORTE,Passagem,2010,13935.78613281,2703,5155.66992188,Produto Interno Bruto per capita,1,8.8
1627,1140,SERGIPE,Aracaju,2010,7069448,544039,12994.37988281,Produto Interno Bruto per capita,2,7.9
1628,4698,SÃO PAULO,Orlândia,2010,787616.25,37534,20984.08007812,Produto Interno Bruto per capita,2,6.9
1629,1657,MARANHÃO,Junco do Maranhão,2010,28271.05273438,3950,7157.22998047,Produto Interno Bruto per capita,1,6.9
1630,1162,MATO GROSSO,Juruena,2010,91460.1015625,9595,9532.05957031,Produto Interno Bruto per capita,1,6.5
1631,4372,BAHIA,Cardeal da silva,2010,48083.140625,8618,5579.39013672,Produto Interno Bruto per capita,1,9.4
1632,1811,MARANHÃO,Pinheiro,2010,316422.09375,77182,4099.68994141,Produto Interno Bruto per capita,1,7.2
1633,4598,BAHIA,Jaguaquara,2010,246394.6875,48206,5111.29003906,Produto Interno Bruto per capita,1,10
1634,4539,SÃO PAULO,Iracemápolis,2010,520704.3125,19700,26431.68945312,Produto Interno Bruto per capita,3,5.9
1635,381,RIO GRANDE DO SUL,Selbach,2010,96666.890625,4912,19679.74023438,Produto Interno Bruto per capita,2,5.6
1636,2681,PARANÁ,Santa Izabel do Oeste,2010,122608.90625,11747,10437.46972656,Produto Interno Bruto per capita,2,5.5
1637,5480,SANTA CATARINA,Princesa,2010,33004.6796875,2687,12283.09960938,Produto Interno Bruto per capita,2,7.1
1638,1884,CEARÁ,Pentecoste,2010,149833.015625,35166,4260.74023438,Produto Interno Bruto per capita,1,4.9
1639,4454,BAHIA,Gandu,2010,173949.265625,31819,5466.83984375,Produto Interno Bruto per capita,1,9.3
1640,4242,SÃO PAULO,Cajati,2010,472912.3125,28936,16343.38964844,Produto Interno Bruto per capita,2,6.2
1641,1040,GOIÁS,Goiatuba,2010,708512.5625,32304,21932.66015625,Produto Interno Bruto per capita,2,4.5
1642,2131,RIO GRANDE DO NORTE,Ipueira,2010,13287.04785156,2115,6282.29003906,Produto Interno Bruto per capita,1,10.3
1643,1697,MARANHÃO,Luís Domingues,2010,28483.0703125,6997,4070.75,Produto Interno Bruto per capita,1,6
1644,3500,MINAS GERAIS,Guaraciama,2010,23972.3203125,4728,5070.29003906,Produto Interno Bruto per capita,1,5.4
1645,4799,SÃO PAULO,Salmourão,2010,53295.08203125,4779,11151.9296875,Produto Interno Bruto per capita,2,5.7
1646,4836,SÃO PAULO,Santo Antônio do Pinhal,2010,56594.77734375,6896,8206.90039062,Produto Interno Bruto per capita,1,6.4
1647,5381,SANTA CATARINA,Leoberto Leal,2010,57065.5078125,3674,15532.25976562,Produto Interno Bruto per capita,2,7.3
1648,4503,BAHIA,Itaguaçu da Bahia,2010,49661.08984375,13269,3742.63989258,Produto Interno Bruto per capita,1,9.4
1649,1929,RIO DE JANEIRO,Duas Barras,2010,145481.40625,10891,13357.95019531,Produto Interno Bruto per capita,2,8.1
1650,4770,SÃO PAULO,Queluz,2010,78831.6953125,11197,7040.43017578,Produto Interno Bruto per capita,1,7.8
1651,612,RIO GRANDE DO SUL,Glorinha,2010,188674.734375,7531,25053.08007812,Produto Interno Bruto per capita,3,5.4
1652,1241,SERGIPE,Pinhão,2010,31870.4765625,5809,5486.39990234,Produto Interno Bruto per capita,1,8.9
1653,3706,PERNAMBUCO,São Lourenço da Mata,2010,430601.3125,99945,4308.37988281,Produto Interno Bruto per capita,1,8.2
1654,4333,BAHIA,Cândido Sales,2010,93716.921875,27180,3448.01000977,Produto Interno Bruto per capita,1,8.8
1655,5500,AMAZONAS,Codajás,2010,84273.59375,16291,5173.02001953,Produto Interno Bruto per capita,1,7.7
1656,2724,MINAS GERAIS,Poço Fundo,2010,125487.59375,15916,7884.37011719,Produto Interno Bruto per capita,1,5
1657,3315,MINAS GERAIS,Timóteo,2010,1693002.375,79813,21212.109375,Produto Interno Bruto per capita,2,6.8
1658,5465,PIAUÍ,Francisco Macedo,2010,9199.64355469,2315,3973.92993164,Produto Interno Bruto per capita,1,6.1
1659,5331,SANTA CATARINA,Indaial,2010,1083196.5,50917,21273.76953125,Produto Interno Bruto per capita,2,6.7
1660,4381,BAHIA,Cícero Dantas,2010,119276.578125,31832,3747.07006836,Produto Interno Bruto per capita,1,9.7
1661,2776,MINAS GERAIS,Alto Rio Doce,2010,65097.45703125,12778,5094.49023438,Produto Interno Bruto per capita,1,6.4
1662,3731,MINAS GERAIS,Materlândia,2010,23538.46875,4772,4932.62011719,Produto Interno Bruto per capita,1,6.1
1663,3603,PERNAMBUCO,Sanharó,2010,82603.203125,18723,4411.85986328,Produto Interno Bruto per capita,1,9.5
1664,4875,SÃO PAULO,Tapiratiba,2010,161548.0625,12410,13017.5703125,Produto Interno Bruto per capita,2,7.3
1665,1689,MARANHÃO,Santa Quitéria do Maranhão,2010,92080.375,29551,3115.97998047,Produto Interno Bruto per capita,1,6.2
1666,2641,MINAS GERAIS,Ouro Preto,2010,2492686.75,69495,35868.578125,Produto Interno Bruto per capita,3,6.5
1667,1880,CEARÁ,Parambu,2010,103936.859375,32231,3224.75,Produto Interno Bruto per capita,1,5.1
1668,2877,PARANÁ,Abatiá,2010,55714.39453125,7928,7027.54980469,Produto Interno Bruto per capita,1,4.6
1669,4697,SÃO PAULO,Orindiúva,2010,94819.8359375,5406,17539.74023438,Produto Interno Bruto per capita,2,7.6
1670,4370,BAHIA,Barra do Mendes,2010,49816.65234375,14459,3445.37011719,Produto Interno Bruto per capita,1,8.7
1671,503,RIO GRANDE DO SUL,Capão Bonito do Sul,2010,48154.8359375,1877,25655.2109375,Produto Interno Bruto per capita,3,4.3
1672,4361,SÃO PAULO,Vera Cruz,2010,95465.484375,9952,9592.58984375,Produto Interno Bruto per capita,1,7.1
1673,208,RIO GRANDE DO SUL,Pareci Novo,2010,52567.12109375,3232,16264.58007812,Produto Interno Bruto per capita,2,4.3
1674,1668,RIO GRANDE DO NORTE,Severiano Melo,2010,26589.734375,5224,5089.91992188,Produto Interno Bruto per capita,1,9.4
1675,804,ALAGOAS,Jacaré dos Homens,2010,30879.77734375,5902,5232.08984375,Produto Interno Bruto per capita,1,9.1
1676,4602,BAHIA,Jequié,2010,1552451.5,150541,10312.48046875,Produto Interno Bruto per capita,2,8
1677,4734,SÃO PAULO,Pilar do Sul,2010,293537.84375,28455,10315.86035156,Produto Interno Bruto per capita,2,6.5
1678,1559,CEARÁ,Catunda,2010,37783.76171875,11198,3374.14990234,Produto Interno Bruto per capita,1,5.3
1679,3909,PARANA,Rio Azul,2010,150128.484375,13760,10910.5,Produto Interno Bruto per capita,2,4.2
1680,2012,CEARÁ,Varjota,2010,76601.1171875,17802,4302.95019531,Produto Interno Bruto per capita,1,6.1
1681,2000,RIO DE JANEIRO,Macaé,2010,7057281.5,194413,36300.4609375,Produto Interno Bruto per capita,3,8.7
1682,1245,GOIÁS,Rubiataba,2010,160824.359375,18618,8638.11035156,Produto Interno Bruto per capita,1,4.9
1683,2548,PERNAMBUCO,Carnaubeira da Penha,2010,44609.3125,12451,3582.79003906,Produto Interno Bruto per capita,1,8.7
1684,2953,MINAS GERAIS,Santana do Garambéu,2010,13781.93164062,2205,6250.31005859,Produto Interno Bruto per capita,1,5.9
1685,1688,RIO DE JANEIRO,Porto Real,2010,3502626.5,16253,215506.453125,Produto Interno Bruto per capita,5,9.4
1686,1965,CEARÁ,Tauá,2010,242443.71875,56639,4280.50976562,Produto Interno Bruto per capita,1,4.1
1687,2820,MINAS GERAIS,Resende Costa,2010,66597.8359375,10941,6087,Produto Interno Bruto per capita,1,5.4
1688,2696,MINAS GERAIS,Aimorés,2010,251976.84375,24825,10150.12011719,Produto Interno Bruto per capita,2,6.4
1689,862,GOIÁS,Ouro Verde de Goiás,2010,36711.6953125,4599,7982.54003906,Produto Interno Bruto per capita,1,4.8
1690,2197,PARAÍBA,Santa Helena,2010,24999.93164062,6198,4033.55004883,Produto Interno Bruto per capita,1,8
1691,4348,SÃO PAULO,Turiúba,2010,39628.15625,2040,19425.5703125,Produto Interno Bruto per capita,2,6.1
1692,2982,MATO GROSSO,Diamantino,2010,908566.25,18989,47846.98046875,Produto Interno Bruto per capita,3,6.3
1693,5081,SÃO PAULO,Ribeirão Pires,2010,1631338.625,112011,14564.08984375,Produto Interno Bruto per capita,2,8
1694,870,TOCANTINS,Lavandeira,2010,12126.01464844,1683,7205,Produto Interno Bruto per capita,1,7.1
1695,60,RIO GRANDE DO SUL,Muçum,2010,79309.03125,4685,16928.2890625,Produto Interno Bruto per capita,2,5.5
1696,4032,MATO GROSSO,Apiacás,2010,148853.84375,8381,17760.86914062,Produto Interno Bruto per capita,2,6.8
1697,5074,TOCANTINS,Abreulândia,2010,17476.70117188,2321,7529.81982422,Produto Interno Bruto per capita,1,6.7
1698,3646,PERNAMBUCO,Belém de Maria,2010,37656.3515625,9703,3880.89990234,Produto Interno Bruto per capita,1,7.5
1699,3017,MINAS GERAIS,Campo Florido,2010,245850.359375,7105,34602.44140625,Produto Interno Bruto per capita,3,6.5
1700,88,SÃO PAULO,Guapiaçu,2010,389872.96875,17938,21734.47070312,Produto Interno Bruto per capita,2,7.5
1701,2349,PARAÍBA,Caaporã,2010,286072.875,20064,14258.01953125,Produto Interno Bruto per capita,2,10.2
1702,4211,SÃO PAULO,Bananal,2010,88336.4296875,10822,8162.66992188,Produto Interno Bruto per capita,1,7.4
1703,1840,SÃO PAULO,Morungaba,2010,232642.84375,13305,17485.36914062,Produto Interno Bruto per capita,2,7
1704,2153,PARAÍBA,Araçagi,2010,100224.0078125,17839,5618.25,Produto Interno Bruto per capita,1,9.4
1705,2440,MARANHÃO,São João do Carú,2010,39601.421875,12511,3165.33007812,Produto Interno Bruto per capita,1,6.7
1706,3007,MINAS GERAIS,Camacho,2010,44854.86328125,3229,13891.25976562,Produto Interno Bruto per capita,2,5.8
1707,2606,MINAS GERAIS,Olímpio Noronha,2010,22509.8046875,2655,8478.26953125,Produto Interno Bruto per capita,1,5.4
1708,219,RIO GRANDE DO SUL,Chiapetta,2010,76856.4765625,4094,18772.94921875,Produto Interno Bruto per capita,2,4.1
1709,1316,GOIÁS,São Miguel do Passa Quatro,2010,51348.8828125,3856,13316.62011719,Produto Interno Bruto per capita,2,4
1710,2874,PERNAMBUCO,Ipojuca,2010,7082403,75512,93791.75,Produto Interno Bruto per capita,4,9.3
1711,4438,CEARÁ,Uruburetama,2010,105931.96875,20627,5135.60009766,Produto Interno Bruto per capita,1,4.6
1712,330,RIO GRANDE DO SUL,Chuvisca,2010,69552.2109375,5159,13481.71972656,Produto Interno Bruto per capita,2,5.2
1713,1599,MARANHÃO,Conceição do Lago-Açu,2010,48036.515625,14909,3221.97998047,Produto Interno Bruto per capita,1,7.4
1714,3562,MINAS GERAIS,Ipuiúna,2010,110897.609375,9549,11613.53027344,Produto Interno Bruto per capita,2,5.6
1715,4409,BAHIA,Aporá,2010,55787.8046875,18738,2977.26000977,Produto Interno Bruto per capita,1,9.8
1716,4892,MARANHÃO,Gonçalves Dias,2010,50201.11328125,16911,2968.55004883,Produto Interno Bruto per capita,1,5.3
1717,4180,SÃO PAULO,Alfredo Marcondes,2010,38104.7421875,4055,9396.98046875,Produto Interno Bruto per capita,1,7.2
1718,2203,PARÁ,Anajás,2010,62534.5625,27386,2283.44995117,Produto Interno Bruto per capita,1,7.7
1719,3360,MINAS GERAIS,Divisa Alegre,2010,42667.08984375,6235,6843.16015625,Produto Interno Bruto per capita,1,5.7
1720,4462,BAHIA,Guaratinga,2010,102757.34375,22960,4475.49023438,Produto Interno Bruto per capita,1,9.3
1721,765,SÃO PAULO,Serra Azul,2010,73476.2578125,10121,7259.77978516,Produto Interno Bruto per capita,1,7.4
1722,2355,PARAÍBA,Cajazeirinhas,2010,14881.45996094,3168,4697.43017578,Produto Interno Bruto per capita,1,8.4
1723,859,PIAUÍ,Socorro do Piauí,2010,13982.046875,4733,2954.15991211,Produto Interno Bruto per capita,1,6.6
1724,4026,MATO GROSSO,Nova Marilândia,2010,38595.01171875,2345,16458.4296875,Produto Interno Bruto per capita,2,7.9
1725,4707,SÃO PAULO,Palestina,2010,137605.546875,11354,12119.5703125,Produto Interno Bruto per capita,2,6.5
1726,2384,PARAÍBA,São José dos Ramos,2010,23567.55078125,5702,4133.20996094,Produto Interno Bruto per capita,1,10.1
1727,4889,CEARÁ,Ererê,2010,24669.0703125,7332,3364.58007812,Produto Interno Bruto per capita,1,5.1
1728,4566,BAHIA,Maracás,2010,125397.140625,35990,3484.2199707,Produto Interno Bruto per capita,1,9.2
1729,2577,MINAS GERAIS,Montezuma,2010,29338.85351562,7677,3821.65991211,Produto Interno Bruto per capita,1,7.1
1730,1870,RIO GRANDE DO NORTE,Monte das Gameleiras,2010,11909.32226562,2449,4862.93017578,Produto Interno Bruto per capita,1,9.7
1731,2304,PARÁ,Ourém,2010,49183.3671875,15841,3104.81005859,Produto Interno Bruto per capita,1,6.2
1732,4674,SÃO PAULO,Nantes,2010,86357.6171875,2662,32440.88085938,Produto Interno Bruto per capita,3,5.8
1733,5096,SÃO PAULO,Campos do Jordão,2010,546444.5625,46505,11750.23046875,Produto Interno Bruto per capita,2,7.6
1734,5447,SANTA CATARINA,Paraíso,2010,46444.15234375,4200,11058.12988281,Produto Interno Bruto per capita,2,7.6
1735,3139,MINAS GERAIS,São João da Ponte,2010,109678.1484375,26983,4064.70996094,Produto Interno Bruto per capita,1,4.7
1736,5508,PIAUÍ,José de Freitas,2010,153536.328125,36485,4208.20019531,Produto Interno Bruto per capita,1,5.8
1737,3475,PERNAMBUCO,Pesqueira,2010,290683.65625,64454,4509.93994141,Produto Interno Bruto per capita,1,7.6
1738,1081,GOIÁS,Água Limpa,2010,24790.08984375,2111,11743.29003906,Produto Interno Bruto per capita,2,5
1739,987,GOIÁS,Cromínia,2010,36729.203125,3729,9849.61035156,Produto Interno Bruto per capita,2,5.6
1740,5499,AMAZONAS,Tonantins,2010,67153.0078125,20286,3310.31005859,Produto Interno Bruto per capita,1,7.5
1741,1790,RIO GRANDE DO NORTE,Canguaretama,2010,144216.40625,30541,4722.06005859,Produto Interno Bruto per capita,1,10.6
1742,5211,SANTA CATARINA,Biguaçu,2010,1205661,56395,21378.859375,Produto Interno Bruto per capita,2,6.8
1743,4612,BAHIA,Lafaiete Coutinho,2010,17013.38867188,3502,4858.18994141,Produto Interno Bruto per capita,1,10.1
1744,3634,MINAS GERAIS,José Raydan,2010,24955.75195312,4412,5656.33984375,Produto Interno Bruto per capita,1,6.7
1745,3725,MINAS GERAIS,Maripá de Minas,2010,19717.74804688,2981,6614.47021484,Produto Interno Bruto per capita,1,7.1
1746,1267,RORAIMA,Alto Alegre,2010,141954.3125,14205,9993.25976562,Produto Interno Bruto per capita,2,7.2
1747,5311,PIAUÍ,Cajazeiras do Piauí,2010,10104.80957031,3323,3040.87011719,Produto Interno Bruto per capita,1,6.4
1748,4984,SANTA CATARINA,Tubarão,2010,1591460.375,96529,16486.859375,Produto Interno Bruto per capita,2,5.8
1749,4354,SÃO PAULO,União Paulista,2010,35924.9140625,1522,23603.75,Produto Interno Bruto per capita,3,7.6
1750,590,RIO GRANDE DO SUL,Canela,2010,370663.5625,41115,9015.29003906,Produto Interno Bruto per capita,1,5.3
1751,3361,MINAS GERAIS,Divisa Nova,2010,44721.078125,5828,7673.49023438,Produto Interno Bruto per capita,1,7.1
1752,2764,PARANÁ,Paraíso do Norte,2010,102151.6015625,11939,8556.12988281,Produto Interno Bruto per capita,1,3.5
1753,2607,MINAS GERAIS,Oliveira,2010,342731.84375,39214,8740.04003906,Produto Interno Bruto per capita,1,6.1
1754,204,BAHIA,Taperoá,2010,80988.609375,19388,4177.25,Produto Interno Bruto per capita,1,9.8
1755,4538,SÃO PAULO,Ipuã,2010,204742.140625,15883,12890.65039062,Produto Interno Bruto per capita,2,6.1
